#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0011024	Abnormality of the gastrointestinal tract	11	1384	1.12	8.93e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0001367	Abnormal joint morphology	10	905	1.26	9.48e-10	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0005522	Pyridoxine-responsive sideroblastic anemia	5	23	2.55	1.06e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001172	Abnormal thumb morphology	8	331	1.6	1.08e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0010461	Abnormality of the male genitalia	10	951	1.24	1.37e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000238	Hydrocephalus	8	345	1.58	1.38e-09	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0010293	Aplasia/Hypoplasia of the uvula	5	25	2.52	1.38e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0010469	Absent testis	5	25	2.52	1.38e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001872	Abnormality of thrombocytes	8	351	1.57	1.48e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0006501	Aplasia/Hypoplasia of the radius	6	81	2.08	1.56e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0009602	Abnormality of thumb phalanx	7	188	1.79	1.71e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000505	Visual impairment	10	995	1.22	1.81e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000518	Cataract	9	642	1.36	2.29e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0100867	Duodenal stenosis	5	29	2.45	2.29e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0040012	Chromosome breakage	5	30	2.44	2.51e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,ERCC4,SUFU,BRCA1
Monarch	HP:0100587	Abnormal preputium morphology	5	30	2.44	2.51e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0100760	Clubbing of toes	5	30	2.44	2.51e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0000818	Abnormality of the endocrine system	10	1070	1.19	2.93e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002012	Abnormality of the abdominal organs	10	1068	1.19	2.93e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0002242	Abnormal intestine morphology	9	673	1.34	2.93e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002414	Spina bifida	6	94	2.02	2.93e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0008053	Aplasia/Hypoplasia of the iris	6	96	2.01	3.01e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0040070	Abnormal upper limb bone morphology	8	401	1.52	3.01e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000520	Proptosis	7	215	1.73	3.06e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0011121	Abnormality of skin morphology	11	1648	1.04	3.08e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0002863	Myelodysplasia	6	98	2.0	3.15e-09	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001824	Weight loss	7	218	1.72	3.21e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0002597	Abnormality of the vasculature	11	1673	1.03	3.41e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0002715	Abnormality of the immune system	11	1682	1.03	3.56e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0007874	Almond-shaped palpebral fissure	5	35	2.37	3.63e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0004377	Hematological neoplasm	7	232	1.69	4.44e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012874	Abnormal male reproductive system physiology	7	234	1.69	4.64e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000568	Microphthalmia	7	239	1.68	5.09e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0002251	Aganglionic megacolon	6	113	1.94	5.91e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0004362	Abnormality of enteric ganglion morphology	6	113	1.94	5.91e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0002683	Abnormal calvaria morphology	9	762	1.29	5.96e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002118	Abnormal cerebral ventricle morphology	9	765	1.29	6.10e-09	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0000324	Facial asymmetry	6	116	1.93	6.32e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0001871	Abnormality of blood and blood-forming tissues	10	1214	1.13	6.79e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0031105	Abnormal uterus morphology	6	119	1.92	7.16e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0011017	Abnormal cellular physiology	8	473	1.44	7.39e-09	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0000035	Abnormal testis morphology	9	793	1.27	7.82e-09	9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0008678	Renal hypoplasia/aplasia	7	264	1.64	8.51e-09	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0002997	Obsolete Abnormality of the ulna	5	46	2.25	9.41e-09	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001903	Anemia	8	498	1.42	1.01e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0012732	Anorectal anomaly	7	274	1.62	1.02e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0025633	Abnormal ureter morphology	6	129	1.88	1.02e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0000478	Abnormality of the eye	12	2876	0.84	1.16e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000398880,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDK12,CDKN2A,BRCA1,FANCB
Monarch	HP:0000813	Bicornuate uterus	5	49	2.22	1.18e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001881	Abnormal leukocyte morphology	8	517	1.4	1.27e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0010987	Abnormal cellular immune system morphology	8	517	1.4	1.27e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0005922	Abnormal hand morphology	9	870	1.23	1.49e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0010978	Abnormality of immune system physiology	10	1347	1.09	1.52e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0003002	Breast carcinoma	5	54	2.18	1.73e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,TP53,GNAS,BRCA1
Monarch	HP:0100026	Arteriovenous malformation	5	54	2.18	1.73e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0100542	Abnormal localization of kidney	6	144	1.84	1.73e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001392	Abnormality of the liver	9	895	1.22	1.80e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,GNAS,BRCA1,FANCB
Monarch	HP:0001873	Thrombocytopenia	7	305	1.58	1.83e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0000486	Strabismus	9	903	1.21	1.91e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002245	Meckel diverticulum	5	56	2.17	1.94e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0002650	Scoliosis	9	908	1.21	1.95e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0011849	Abnormal bone ossification	8	558	1.37	2.00e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0012372	Abnormal eye morphology	11	2077	0.94	2.01e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,CDKN2A,BRCA1,FANCB
Monarch	HP:0005344	Abnormal carotid artery morphology	5	57	2.16	2.03e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0000639	Nystagmus	9	936	1.2	2.43e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0011873	Abnormal platelet count	7	323	1.55	2.47e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0012547	Abnormal involuntary eye movements	9	943	1.19	2.52e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002861	Melanoma	5	61	2.13	2.63e-08	9606.ENSP00000269305,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418915,9606.ENSP00000418960	TP53,ERCC4,ERCC6,CDKN2A,BRCA1
Monarch	HP:0002007	Frontal bossing	7	329	1.54	2.67e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0000340	Sloping forehead	6	161	1.79	2.71e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,BRCA1,FANCB
Monarch	HP:0001780	Abnormality of toe	8	588	1.35	2.71e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0005561	Abnormality of bone marrow cell morphology	6	161	1.79	2.71e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,SUFU,GNAS,FANCB
Monarch	HP:0011218	Abnormal shape of the frontal region	7	330	1.54	2.71e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,SUFU,BRCA1,FANCB
Monarch	HP:0031093	Abnormal breast morphology	7	332	1.54	2.71e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000348089,9606.ENSP00000360141,9606.ENSP00000418915,9606.ENSP00000418960	APC,BRIP1,TP53,ERCC6,GNAS,CDKN2A,BRCA1
Monarch	HP:0045058	Abnormality of the testis size	6	161	1.79	2.71e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,GNAS,BRCA1,FANCB
Monarch	HP:0000366	Abnormality of the nose	10	1470	1.05	2.73e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0001199	Triphalangeal thumb	5	64	2.11	2.97e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0001167	Abnormality of finger	9	980	1.18	3.10e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0002575	Tracheoesophageal fistula	5	65	2.1	3.13e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,BRCA1,FANCB
Monarch	HP:0410008	Abnormality of the peripheral nervous system	7	343	1.53	3.15e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000418960,9606.ENSP00000498215	BRIP1,FANCD2,ERCC4,ERCC6,SUFU,BRCA1,FANCB
Monarch	HP:0009115	Aplasia/hypoplasia involving the skeleton	9	985	1.18	3.18e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
Monarch	HP:0004323	Abnormality of body weight	10	1513	1.04	3.36e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000269305,9606.ENSP00000287647,9606.ENSP00000310520,9606.ENSP00000348089,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960,9606.ENSP00000498215	APC,BRIP1,TP53,FANCD2,ERCC4,ERCC6,SUFU,GNAS,BRCA1,FANCB
