#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0010993	Abnormal cerebral subcortex morphology	4	999	0.99	0.0196	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441	NTRK2,MCPH1,ATR,ATRX
Monarch	HP:0010864	Intellectual disability, severe	3	390	1.28	0.0201	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000362441	NTRK2,MCPH1,ATRX
Monarch	HP:0000812	Abnormal internal genitalia	3	391	1.28	0.0202	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000377	Abnormal pinna morphology	4	1019	0.99	0.0208	9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATR,ATRX,BRCA2,BRCA1
Monarch	HP:0011004	Abnormal systemic arterial morphology	3	398	1.27	0.0211	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0004349	Reduced bone mineral density	3	413	1.25	0.0232	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000752	Hyperactivity	3	423	1.24	0.0244	9606.ENSP00000277120,9606.ENSP00000343741,9606.ENSP00000362441	NTRK2,ATR,ATRX
Monarch	HP:0008572	External ear malformation	2	86	1.76	0.0255	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011276	Vascular skin abnormality	3	433	1.23	0.0259	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441	WRN,ATR,ATRX
Monarch	HP:0004328	Abnormal anterior eye segment morphology	4	1106	0.95	0.0271	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,BRCA2,BRCA1
Monarch	HP:0001882	Leukopenia	2	90	1.74	0.0273	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000286	Epicanthus	3	447	1.22	0.0279	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0000027	Azoospermia	2	93	1.72	0.0289	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0002414	Spina bifida	2	94	1.72	0.0294	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001098	Abnormal fundus morphology	4	1143	0.94	0.0300	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000362441	RB1,NTRK2,WRN,ATRX
Monarch	HP:0008053	Aplasia/Hypoplasia of the iris	2	96	1.71	0.0302	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001511	Intrauterine growth retardation	3	469	1.2	0.0310	9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	ATR,BRCA2,BRCA1
Monarch	HP:0009726	Renal neoplasm	2	98	1.7	0.0310	9606.ENSP00000298139,9606.ENSP00000369497	WRN,BRCA2
Monarch	HP:0002488	Acute leukemia	2	99	1.7	0.0313	9606.ENSP00000362441,9606.ENSP00000369497	ATRX,BRCA2
Monarch	HP:0011017	Abnormal cellular physiology	3	473	1.19	0.0313	9606.ENSP00000342924,9606.ENSP00000369497,9606.ENSP00000418960	MCPH1,BRCA2,BRCA1
Monarch	HP:0002209	Sparse scalp hair	2	100	1.69	0.0317	9606.ENSP00000298139,9606.ENSP00000343741	WRN,ATR
Monarch	HP:0000453	Choanal atresia	2	101	1.69	0.0322	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0005927	Aplasia/hypoplasia involving bones of the hand	3	480	1.19	0.0323	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0001053	Hypopigmented skin patches	2	102	1.68	0.0326	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000689	Dental malocclusion	2	104	1.68	0.0338	9606.ENSP00000343741,9606.ENSP00000418960	ATR,BRCA1
Monarch	HP:0000275	Narrow face	2	105	1.67	0.0340	9606.ENSP00000298139,9606.ENSP00000343741	WRN,ATR
Monarch	HP:0001903	Anemia	3	498	1.17	0.0352	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0002509	Limb hypertonia	2	112	1.64	0.0378	9606.ENSP00000277120,9606.ENSP00000362441	NTRK2,ATRX
Monarch	HP:0002023	Anal atresia	2	113	1.64	0.0381	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001009	Telangiectasia	2	114	1.64	0.0385	9606.ENSP00000298139,9606.ENSP00000343741	WRN,ATR
Monarch	HP:0001646	Abnormal aortic valve morphology	2	116	1.63	0.0394	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0000076	Vesicoureteral reflux	2	125	1.6	0.0451	9606.ENSP00000342924,9606.ENSP00000362441	MCPH1,ATRX
Monarch	HP:0001671	Abnormal cardiac septum morphology	3	556	1.12	0.0455	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
Monarch	HP:0011849	Abnormal bone ossification	3	558	1.12	0.0457	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0012745	Short palpebral fissure	2	127	1.59	0.0458	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0001636	Tetralogy of Fallot	2	128	1.59	0.0462	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0011843	Abnormal musculoskeletal physiology	4	1330	0.87	0.0462	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441	RB1,WRN,ATR,ATRX
Monarch	HP:0100006	Neoplasm of the central nervous system	2	128	1.59	0.0462	9606.ENSP00000267163,9606.ENSP00000298139	RB1,WRN
Monarch	HP:0025633	Abnormal ureter morphology	2	129	1.58	0.0466	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0030962	Abnormal morphology of the great vessels	3	571	1.11	0.0478	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
Monarch	HP:0000717	Autism	2	132	1.57	0.0483	9606.ENSP00000277120,9606.ENSP00000362441	NTRK2,ATRX
Monarch	HP:0002778	Abnormal tracheal morphology	2	132	1.57	0.0483	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
Monarch	HP:0012041	Decreased fertility in males	2	133	1.57	0.0487	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0050686	Organ system cancer	6	757	1.29	0.00040	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,ATRX,BRCA2,BRCA1
DISEASES	DOID:10283	Prostate cancer	3	52	2.15	0.00090	9606.ENSP00000298139,9606.ENSP00000369497,9606.ENSP00000418960	WRN,BRCA2,BRCA1
DISEASES	DOID:1791	Peritoneal carcinoma	2	3	3.22	0.00090	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:4947	Cholangiocarcinoma	3	40	2.27	0.00090	9606.ENSP00000267163,9606.ENSP00000369497,9606.ENSP00000418960	RB1,BRCA2,BRCA1
DISEASES	DOID:8029	Sporadic breast cancer	2	4	3.09	0.00090	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0050671	Female breast cancer	2	6	2.91	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:1614	Male breast cancer	2	5	2.99	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:1963	Fallopian tube carcinoma	2	6	2.91	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:3012	Li-Fraumeni syndrome	2	6	2.91	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:3114	Serous cystadenocarcinoma	2	5	2.99	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:5683	Hereditary breast ovarian cancer syndrome	2	7	2.85	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:6741	Bilateral breast cancer	2	5	2.99	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:8791	Breast carcinoma in situ	2	5	2.99	0.00099	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0050687	Cell type cancer	4	451	1.34	0.0025	9606.ENSP00000267163,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATRX,BRCA2,BRCA1
DISEASES	DOID:3883	Lynch syndrome	2	15	2.52	0.0026	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:4001	Ovarian carcinoma	2	16	2.49	0.0028	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:2355	Anemia	3	156	1.68	0.0033	9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	ATRX,BRCA2,BRCA1
DISEASES	DOID:13636	Fanconi anemia	2	25	2.29	0.0053	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
DISEASES	DOID:0080015	Physical disorder	4	722	1.13	0.0113	9606.ENSP00000277120,9606.ENSP00000342924,9606.ENSP00000369497,9606.ENSP00000418960	NTRK2,MCPH1,BRCA2,BRCA1
DISEASES	DOID:1324	Lung cancer	2	64	1.89	0.0270	9606.ENSP00000267163,9606.ENSP00000369497	RB1,BRCA2
DISEASES	DOID:7	Disease of anatomical entity	7	4798	0.56	0.0279	9606.ENSP00000267163,9606.ENSP00000277120,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,NTRK2,WRN,MCPH1,ATRX,BRCA2,BRCA1
DISEASES	DOID:201	Connective tissue cancer	2	82	1.78	0.0399	9606.ENSP00000277120,9606.ENSP00000362441	NTRK2,ATRX
TISSUES	BTO:0001271	Leukemia cell	6	1067	1.14	0.0016	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
TISSUES	BTO:0001541	Pronephros	4	219	1.65	0.0016	9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATRX,BRCA2,BRCA1
TISSUES	BTO:0000180	Cervical carcinoma cell	4	322	1.49	0.0030	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,BRCA2,BRCA1
TISSUES	BTO:0000744	Lymphocytic leukemia cell	4	419	1.37	0.0066	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000418960	RB1,WRN,ATRX,BRCA1
TISSUES	BTO:0000583	Bone marrow cancer cell	4	442	1.35	0.0068	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000369497,9606.ENSP00000418960	RB1,ATR,BRCA2,BRCA1
COMPARTMENTS	GOCC:0016604	Nuclear body	5	381	1.51	0.00034	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA1
COMPARTMENTS	GOCC:0005694	Chromosome	6	951	1.19	0.00038	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
COMPARTMENTS	GOCC:0005654	Nucleoplasm	6	1146	1.11	0.00076	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
COMPARTMENTS	GOCC:0000781	Chromosome, telomeric region	3	71	2.02	0.0016	9606.ENSP00000298139,9606.ENSP00000362441,9606.ENSP00000369497	WRN,ATRX,BRCA2
COMPARTMENTS	GOCC:0016605	PML body	3	78	1.98	0.0017	9606.ENSP00000267163,9606.ENSP00000343741,9606.ENSP00000362441	RB1,ATR,ATRX
COMPARTMENTS	GOCC:0070533	BRCA1-C complex	2	7	2.85	0.0020	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0000800	Lateral element	2	13	2.58	0.0050	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0030870	Mre11 complex	2	15	2.52	0.0050	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0070419	Nonhomologous end joining complex	2	16	2.49	0.0051	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0000152	Nuclear ubiquitin ligase complex	2	60	1.91	0.0348	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
COMPARTMENTS	GOCC:0000228	Nuclear chromosome	3	320	1.36	0.0348	9606.ENSP00000267163,9606.ENSP00000369497,9606.ENSP00000418960	RB1,BRCA2,BRCA1
COMPARTMENTS	GOCC:0005634	Nucleus	7	4787	0.56	0.0364	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000342924,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,MCPH1,ATR,ATRX,BRCA2,BRCA1
UniProt Keywords	KW-0234	DNA repair	5	325	1.58	4.61e-05	9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	WRN,ATR,ATRX,BRCA2,BRCA1
UniProt Keywords	KW-0238	DNA-binding	6	1971	0.87	0.0053	9606.ENSP00000267163,9606.ENSP00000298139,9606.ENSP00000343741,9606.ENSP00000362441,9606.ENSP00000369497,9606.ENSP00000418960	RB1,WRN,ATR,ATRX,BRCA2,BRCA1
UniProt Keywords	KW-0043	Tumor suppressor	3	177	1.62	0.0061	9606.ENSP00000267163,9606.ENSP00000369497,9606.ENSP00000418960	RB1,BRCA2,BRCA1
UniProt Keywords	KW-0923	Fanconi anemia	2	21	2.37	0.0061	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
UniProt Keywords	KW-0233	DNA recombination	2	77	1.81	0.0490	9606.ENSP00000369497,9606.ENSP00000418960	BRCA2,BRCA1
SMART	SM00292	Breast cancer carboxy-terminal domain	2	22	2.35	0.0325	9606.ENSP00000342924,9606.ENSP00000418960	MCPH1,BRCA1
