#category	term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
Monarch	HP:0010787	Genital neoplasm	6	118	1.85	1.66e-08	9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,SUFU,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0004323	Abnormality of body weight	11	1513	1.01	1.72e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0002997	Obsolete Abnormality of the ulna	5	46	2.18	1.91e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0001638	Cardiomyopathy	8	453	1.4	2.27e-08	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0001939	Abnormality of metabolism/homeostasis	12	2168	0.89	2.41e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1,MUTYH
Monarch	HP:0000813	Bicornuate uterus	5	49	2.16	2.51e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0004328	Abnormal anterior eye segment morphology	10	1106	1.1	2.60e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0000119	Abnormality of the genitourinary system	12	2189	0.89	2.61e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960,9606.ENSP00000500891	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1,MUTYH
Monarch	HP:0006824	Cranial nerve paralysis	7	271	1.56	3.14e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0003002	Breast carcinoma	5	54	2.11	3.75e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,GNAS,SDHB,BRCA1
Monarch	HP:0100026	Arteriovenous malformation	5	54	2.11	3.75e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0012145	Abnormality of multiple cell lineages in the bone marrow	6	139	1.78	3.80e-08	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,GNAS
Monarch	HP:0011121	Abnormality of skin morphology	11	1648	0.97	3.85e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0001903	Anemia	8	498	1.35	4.29e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0002245	Meckel diverticulum	5	56	2.1	4.29e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000035	Abnormal testis morphology	9	793	1.2	4.35e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,MAP3K1,BRCA1
Monarch	HP:0001217	Clubbing	6	143	1.77	4.35e-08	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0011446	Abnormality of higher mental function	12	2301	0.87	4.35e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0100542	Abnormal localization of kidney	6	144	1.77	4.43e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000047	Hypospadias	7	290	1.53	4.49e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,AR,MAP3K1,BRCA1
Monarch	HP:0005344	Abnormal carotid artery morphology	5	57	2.09	4.49e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0010468	Aplasia/Hypoplasia of the testes	6	146	1.76	4.67e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,MAP3K1,BRCA1
Monarch	HP:0033127	Abnormality of the musculoskeletal system	13	3173	0.76	5.07e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0001881	Abnormal leukocyte morphology	8	517	1.34	5.27e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,BRCA1
Monarch	HP:0010987	Abnormal cellular immune system morphology	8	517	1.34	5.27e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,BRCA1
Monarch	HP:0001871	Abnormality of blood and blood-forming tissues	10	1214	1.06	5.41e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0006753	Neoplasm of the stomach	5	60	2.07	5.41e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000500891	PDGFRA,APC,SUFU,SDHB,MUTYH
Monarch	HP:0030669	Abnormal ocular adnexa morphology	10	1218	1.06	5.49e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0001873	Thrombocytopenia	7	305	1.51	5.79e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0100022	Abnormality of movement	11	1758	0.94	6.55e-08	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0000002	Abnormality of body height	10	1253	1.05	6.93e-08	9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0001199	Triphalangeal thumb	5	64	2.04	6.93e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0002575	Tracheoesophageal fistula	5	65	2.03	7.27e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0011297	Abnormal digit morphology	10	1263	1.05	7.28e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0100273	Neoplasm of the colon	5	66	2.03	7.72e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000500891	PDGFRA,APC,SUFU,SDHB,MUTYH
Monarch	HP:0004325	Decreased body weight	10	1274	1.04	7.82e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,GNAS,SDHB,BRCA1
Monarch	HP:0011873	Abnormal platelet count	7	323	1.48	7.98e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000137	Abnormality of the ovary	6	165	1.71	8.13e-08	9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0011849	Abnormal bone ossification	8	558	1.3	8.29e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,MAP3K1,BRCA1
Monarch	HP:0100491	Abnormality of lower limb joint	8	558	1.3	8.29e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0012211	Abnormal renal physiology	8	560	1.3	8.42e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,MAP3K1,BRCA1
Monarch	HP:0002007	Frontal bossing	7	329	1.48	8.68e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0011218	Abnormal shape of the frontal region	7	330	1.47	8.81e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0000072	Hydroureter	5	69	2.01	8.94e-08	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0031093	Abnormal breast morphology	7	332	1.47	8.97e-08	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0001392	Abnormality of the liver	9	895	1.15	9.56e-08	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,BRCA1
Monarch	HP:0002650	Scoliosis	9	908	1.14	1.06e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0001780	Abnormality of toe	8	588	1.28	1.12e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0006101	Finger syndactyly	6	178	1.68	1.13e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000036	Abnormal penis morphology	8	592	1.28	1.17e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0000525	Abnormality iris morphology	7	352	1.45	1.24e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0100543	Cognitive impairment	11	1903	0.91	1.24e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0000028	Cryptorchidism	8	619	1.26	1.60e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000363822,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,AR,MAP3K1,BRCA1
Monarch	HP:0008056	Aplasia/Hypoplasia affecting the eye	7	367	1.43	1.60e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0011893	Abnormal leukocyte count	7	367	1.43	1.60e-07	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000418960	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,GNAS,BRCA1
Monarch	HP:0001167	Abnormality of finger	9	980	1.11	1.89e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0000153	Abnormality of the mouth	11	1992	0.89	1.91e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0001067	Neurofibromas	4	24	2.37	1.94e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000364649	PDGFRA,APC,SUFU,SDHB
Monarch	HP:0001347	Hyperreflexia	8	645	1.24	2.09e-07	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SDHB,BRCA1
Monarch	HP:0008572	External ear malformation	5	86	1.91	2.16e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0040069	Abnormal lower limb bone morphology	8	648	1.24	2.16e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0002813	Abnormality of limb bone morphology	10	1459	0.98	2.29e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,SDHB,BRCA1
Monarch	HP:0001770	Toe syndactyly	6	206	1.61	2.35e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0001882	Leukopenia	5	90	1.89	2.63e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0025015	Abnormal vascular morphology	9	1027	1.09	2.68e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000418960	PDGFRA,APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,SDHB,BRCA1
Monarch	HP:0011314	Abnormal long bone morphology	8	675	1.22	2.84e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
Monarch	HP:0002827	Hip dislocation	6	215	1.59	2.93e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0004349	Reduced bone mineral density	7	413	1.38	3.23e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,GNAS,MAP3K1,BRCA1
Monarch	HP:0004298	Abnormality of the abdominal wall	7	415	1.38	3.32e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000363822,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,AR,BRCA1
Monarch	HP:0001510	Growth delay	10	1525	0.97	3.34e-07	9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	BRIP1,NTRK2,FANCD2,SLX4,ERCC4,GNAS,AR,SDHB,MAP3K1,BRCA1
Monarch	HP:0000118	Phenotypic abnormality	14	5129	0.58	3.67e-07	9606.ENSP00000257290,9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960,9606.ENSP00000500891	PDGFRA,APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,MAP3K1,BRCA1,MUTYH
Monarch	HP:0000077	Abnormality of the kidney	9	1077	1.07	3.86e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,MAP3K1,BRCA1
Monarch	HP:0000010	Recurrent urinary tract infections	5	99	1.85	3.89e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000453	Choanal atresia	5	101	1.84	4.25e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0010935	Abnormality of the upper urinary tract	9	1101	1.06	4.59e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000360141,9606.ENSP00000364649,9606.ENSP00000382423,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,GNAS,SDHB,MAP3K1,BRCA1
Monarch	HP:0009121	Abnormal axial skeleton morphology	11	2206	0.85	4.99e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000277120,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000363822,9606.ENSP00000364649,9606.ENSP00000418960	APC,BRIP1,NTRK2,FANCD2,SLX4,ERCC4,SUFU,GNAS,AR,SDHB,BRCA1
Monarch	HP:0000483	Astigmatism	6	239	1.55	5.08e-07	9606.ENSP00000257290,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000418960	PDGFRA,BRIP1,FANCD2,SLX4,ERCC4,BRCA1
Monarch	HP:0000568	Microphthalmia	6	239	1.55	5.08e-07	9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000418960	BRIP1,FANCD2,SLX4,ERCC4,SUFU,BRCA1
Monarch	HP:0030255	Large intestinal polyposis	4	33	2.23	5.43e-07	9606.ENSP00000257430,9606.ENSP00000358918,9606.ENSP00000364649,9606.ENSP00000500891	APC,SUFU,SDHB,MUTYH
Monarch	HP:0002683	Abnormal calvaria morphology	8	762	1.17	6.59e-07	9606.ENSP00000257430,9606.ENSP00000259008,9606.ENSP00000287647,9606.ENSP00000294008,9606.ENSP00000310520,9606.ENSP00000358918,9606.ENSP00000360141,9606.ENSP00000418960	APC,BRIP1,FANCD2,SLX4,ERCC4,SUFU,GNAS,BRCA1
