# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MLH1	ENSG00000076242	ENST00000458205	protein_coding	1	2	0	9	1	0	1	0	0	0	0	1	7	0	0	0	1	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000536378	protein_coding	1	2	0	9	1	0	1	0	0	0	0	1	7	0	0	0	1	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000539477	protein_coding	1	2	0	9	1	0	1	0	0	0	0	1	7	0	0	0	1	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000616768	protein_coding	1	1	0	7	1	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000673673	protein_coding	1	1	1	8	1	0	0	0	0	0	0	1	7	1	0	0	1	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000673715	protein_coding	0	0	1	10	1	0	0	0	0	0	7	0	2	1	0	0	1	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000673899	protein_coding	1	1	1	8	1	0	0	0	0	0	0	1	7	1	0	0	1	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000674019	protein_coding	1	2	0	9	1	0	1	0	0	0	0	1	7	0	0	0	1	0	0	0	1	0
MLH3	ENSG00000119684	ENST00000355774	protein_coding	0	1	2	6	0	0	1	0	0	0	0	0	6	2	0	0	1	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000380968	protein_coding	0	0	2	7	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000553263	protein_coding	0	0	1	3	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000553713	protein_coding	0	1	0	8	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	3
MLH3	ENSG00000119684	ENST00000556257	protein_coding	0	0	2	7	0	0	1	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0
MLH3	ENSG00000119684	ENST00000557648	protein_coding	0	0	0	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MORC3	ENSG00000159256	ENST00000400485	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MPRIP	ENSG00000133030	ENST00000578209	protein_coding	0	0	0	10	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0
MPZ	ENSG00000158887	ENST00000526189	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MPZ	ENSG00000158887	ENST00000533357	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MPZ	ENSG00000158887	ENST00000672602	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
MRPS28	ENSG00000147586	ENST00000276585	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000518271	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000519120	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000519386	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000520946	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000521434	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MRPS28	ENSG00000147586	ENST00000521605	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000233146	protein_coding	2	2	6	5	0	0	0	0	0	0	0	2	6	6	0	0	1	0	0	0	1	0
MSH2	ENSG00000095002	ENST00000406134	protein_coding	2	2	6	5	0	0	0	0	0	0	0	2	6	6	0	0	1	0	0	0	1	0
MSH2	ENSG00000095002	ENST00000543555	protein_coding	2	1	6	6	0	0	0	0	0	0	0	2	7	6	0	0	1	0	0	0	0	0
MSH2	ENSG00000095002	ENST00000645506	protein_coding	2	2	6	5	0	0	0	0	0	0	0	2	6	6	0	0	1	0	0	0	1	0
MSH3	ENSG00000113318	ENST00000265081	protein_coding	1	1	5	3	0	0	0	0	0	0	0	0	4	5	0	0	1	1	0	0	0	0
MSH3	ENSG00000113318	ENST00000658259	protein_coding	1	1	3	5	0	0	0	0	0	0	0	0	4	3	0	0	1	1	0	0	0	2
MSH3	ENSG00000113318	ENST00000667069	protein_coding	0	1	5	4	0	0	0	0	0	0	0	0	5	5	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000234420	protein_coding	3	2	7	5	0	0	0	0	0	0	0	3	6	7	0	0	1	0	0	0	1	0
MSH6	ENSG00000116062	ENST00000411819	protein_coding	1	0	0	12	0	0	1	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000420813	protein_coding	1	0	0	11	0	0	1	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000455383	protein_coding	1	0	0	12	0	0	1	0	0	0	10	1	1	0	0	0	0	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000538136	protein_coding	2	1	7	7	0	0	2	0	0	0	0	2	6	7	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000540021	protein_coding	2	1	7	7	0	0	0	0	0	0	0	2	8	7	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000614496	protein_coding	2	1	7	7	0	0	2	0	0	0	0	2	6	7	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000652107	protein_coding	3	1	7	6	0	0	1	0	0	0	0	3	6	7	0	0	1	0	0	0	0	0
MSH6	ENSG00000116062	ENST00000673637	protein_coding	3	1	7	6	0	0	1	0	0	0	0	3	6	7	0	0	1	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000361445	protein_coding	1	1	1	18	0	0	0	0	0	0	0	1	19	1	0	0	1	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	1	1	1	16	0	0	0	0	0	0	0	1	17	1	0	0	1	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	10	0	0	1	0	0	0	2	0	6	0	0	0	0	0	0	0	0	1
MUTYH	ENSG00000132781	ENST00000354383	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000355498	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000372098	protein_coding	0	1	3	5	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0
MUTYH	ENSG00000132781	ENST00000372104	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000372110	protein_coding	0	1	3	5	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0
MUTYH	ENSG00000132781	ENST00000372115	protein_coding	0	1	3	5	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0
MUTYH	ENSG00000132781	ENST00000412971	protein_coding	0	1	3	5	0	0	2	0	0	0	1	0	2	3	0	0	0	0	0	0	1	0
MUTYH	ENSG00000132781	ENST00000435155	protein_coding	0	1	1	7	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000448481	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000456914	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000483127	protein_coding	0	0	0	9	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
MUTYH	ENSG00000132781	ENST00000488731	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4
MUTYH	ENSG00000132781	ENST00000528013	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000529892	protein_coding	0	0	1	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1
MUTYH	ENSG00000132781	ENST00000529984	protein_coding	0	0	0	9	0	0	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000531105	protein_coding	0	0	0	9	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3
MUTYH	ENSG00000132781	ENST00000672314	protein_coding	0	1	3	5	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	4
MUTYH	ENSG00000132781	ENST00000672818	protein_coding	0	1	3	5	0	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0
MX1	ENSG00000157601	ENST00000679386	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000259523	protein_coding	2	1	3	1	1	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	1	0
MYC	ENSG00000136997	ENST00000377970	protein_coding	2	1	4	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	1	0
MYC	ENSG00000136997	ENST00000517291	protein_coding	1	0	2	4	0	0	0	1	0	0	4	1	0	1	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000524013	protein_coding	2	1	4	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	1	0
MYC	ENSG00000136997	ENST00000621592	protein_coding	2	1	4	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	1	0
MYC	ENSG00000136997	ENST00000641036	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641252	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000651626	protein_coding	2	1	3	1	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0
MYC	ENSG00000136997	ENST00000652288	protein_coding	2	1	4	0	0	0	0	1	0	0	0	2	0	3	0	0	0	0	0	0	1	0
MYCN	ENSG00000134323	ENST00000281043	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MYCN	ENSG00000134323	ENST00000638417	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
NBN	ENSG00000104320	ENST00000265433	protein_coding	2	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	1	0	0	0	0
NBN	ENSG00000104320	ENST00000409330	protein_coding	2	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	1	0	0	0	0
NBN	ENSG00000104320	ENST00000517337	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
NBN	ENSG00000104320	ENST00000517772	protein_coding	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2
NBN	ENSG00000104320	ENST00000519426	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NBN	ENSG00000104320	ENST00000613033	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NF1	ENSG00000196712	ENST00000356175	protein_coding	5	4	5	19	0	0	0	0	0	0	0	5	22	5	0	0	3	0	0	0	1	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	5	4	5	19	0	0	0	0	0	0	0	5	22	5	0	0	3	0	0	0	1	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	2	2	1	10	0	0	0	0	0	0	7	2	5	1	0	0	2	0	0	0	0	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	4	2	4	18	0	0	0	0	0	0	0	4	19	4	0	0	1	0	0	0	1	0
NF1	ENSG00000196712	ENST00000468273	protein_coding	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2
NF1	ENSG00000196712	ENST00000487476	protein_coding	2	2	1	5	1	0	0	0	0	0	2	2	4	1	0	0	2	0	0	0	0	0
NF1	ENSG00000196712	ENST00000490416	protein_coding	1	1	0	2	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1
NF1	ENSG00000196712	ENST00000581113	protein_coding	0	1	1	3	0	0	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000684826	protein_coding	1	1	1	8	0	0	1	0	0	0	0	1	8	1	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000686189	protein_coding	2	0	0	11	0	0	0	0	0	0	7	2	3	0	0	0	0	0	0	0	0	1
NF1	ENSG00000196712	ENST00000687027	protein_coding	1	1	1	8	0	0	1	0	0	0	0	1	8	1	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000689464	protein_coding	1	0	0	6	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	2
NF1	ENSG00000196712	ENST00000691014	protein_coding	5	4	5	19	0	0	0	0	0	0	0	5	22	5	0	0	3	0	0	0	1	0
NF1	ENSG00000196712	ENST00000693617	protein_coding	1	1	1	8	0	0	1	0	0	0	0	1	8	1	0	0	1	0	0	0	0	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	2	1	0	13	0	0	0	0	0	0	0	1	13	0	0	0	1	1	0	0	1	0
NF2	ENSG00000186575	ENST00000338641	protein_coding	2	3	0	11	0	0	0	0	0	0	0	1	11	0	0	0	1	1	0	0	3	0
NF2	ENSG00000186575	ENST00000353887	protein_coding	2	1	0	13	0	0	0	0	0	0	0	1	13	0	0	0	1	1	0	0	1	0
NF2	ENSG00000186575	ENST00000361166	protein_coding	2	0	0	10	0	0	0	0	0	0	0	1	10	0	0	0	1	1	0	0	0	0
NF2	ENSG00000186575	ENST00000361452	protein_coding	2	3	0	11	0	0	0	0	0	0	0	1	11	0	0	0	1	1	0	0	3	0
NF2	ENSG00000186575	ENST00000361676	protein_coding	2	1	0	13	0	0	0	0	0	0	0	1	13	0	0	0	1	1	0	0	1	0
NF2	ENSG00000186575	ENST00000397789	protein_coding	2	3	0	11	0	0	0	0	0	0	0	1	11	0	0	0	1	1	0	0	3	0
NF2	ENSG00000186575	ENST00000403435	protein_coding	2	3	0	11	0	0	0	0	0	0	0	1	11	0	0	0	1	1	0	0	3	0
NF2	ENSG00000186575	ENST00000403999	protein_coding	2	3	0	11	1	0	0	0	0	0	0	1	10	0	0	0	1	1	0	0	3	0
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	3	0	13	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	3	0
NF2	ENSG00000186575	ENST00000672896	protein_coding	2	3	0	11	0	0	0	0	0	0	0	1	11	0	0	0	1	1	0	0	3	0
NFE2L2	ENSG00000116044	ENST00000397062	protein_coding	0	1	3	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000397063	protein_coding	0	1	3	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000421929	protein_coding	0	1	2	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000423513	protein_coding	0	1	2	3	2	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000430047	protein_coding	0	0	0	6	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
NFE2L2	ENSG00000116044	ENST00000446151	protein_coding	0	1	3	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000448782	protein_coding	0	1	2	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000449627	protein_coding	0	1	2	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000458603	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
NFE2L2	ENSG00000116044	ENST00000464747	protein_coding	0	1	3	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000586532	protein_coding	0	1	2	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0
NFE2L2	ENSG00000116044	ENST00000588123	protein_coding	0	1	2	3	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	1	0
NKAPD1	ENSG00000150776	ENST00000280352	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000393047	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000420986	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000525785	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000531378	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000532163	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
NOTCH1	ENSG00000148400	ENST00000651671	protein_coding	5	6	12	27	1	0	0	0	0	0	0	2	29	12	0	1	3	2	0	0	4	0
NOTCH1	ENSG00000148400	ENST00000680133	protein_coding	5	6	12	27	1	0	0	0	0	0	0	2	29	12	0	1	3	2	0	0	4	0
NOTCH1	ENSG00000148400	ENST00000680218	protein_coding	5	6	12	27	1	0	0	0	0	0	0	2	29	12	0	1	3	2	0	0	4	0
NOTCH1	ENSG00000148400	ENST00000680668	protein_coding	5	6	12	27	1	0	0	0	0	0	0	2	29	12	0	1	3	2	0	0	4	0
NOTCH1	ENSG00000148400	ENST00000680778	protein_coding	5	4	9	22	1	0	0	0	0	0	0	2	15	9	0	1	1	2	0	0	3	8
NOTCH2	ENSG00000134250	ENST00000256646	protein_coding	1	2	7	13	0	0	0	0	0	0	0	1	14	7	0	0	3	0	0	0	1	0
NOTCH2	ENSG00000134250	ENST00000652264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOTCH2	ENSG00000134250	ENST00000652302	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NOTCH3	ENSG00000074181	ENST00000263388	protein_coding	2	7	10	14	0	0	0	0	0	0	0	2	16	10	0	0	3	0	0	0	5	0
NOTCH3	ENSG00000074181	ENST00000597756	protein_coding	1	0	0	7	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	4
NOTCH3	ENSG00000074181	ENST00000601011	protein_coding	1	5	4	14	0	0	0	0	0	0	6	1	10	4	0	0	3	0	0	0	3	0
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	6	3	8	18	0	1	1	0	0	0	0	4	18	8	0	0	1	2	0	0	1	0
NPAT	ENSG00000149308	ENST00000278612	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NPM1	ENSG00000181163	ENST00000296930	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000351986	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000393820	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000517671	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000521672	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000523622	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000676589	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677297	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677325	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677357	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677907	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679190	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679233	protein_coding	0	0	0	7	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000344523	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000373584	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000416460	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
NR6A1	ENSG00000148200	ENST00000487099	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
NRAS	ENSG00000213281	ENST00000369535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000287842	protein_coding	0	0	1	176	0	0	0	0	0	0	0	0	176	1	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000356819	protein_coding	0	0	1	176	0	0	0	0	0	0	0	0	176	1	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000405005	protein_coding	0	0	1	176	0	0	0	0	0	0	0	0	176	1	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518084	protein_coding	0	0	0	21	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	8
NRG1	ENSG00000157168	ENST00000518206	protein_coding	0	0	0	172	2	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519240	protein_coding	0	0	0	21	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	8
NRG1	ENSG00000157168	ENST00000519301	protein_coding	0	0	1	180	0	0	2	0	0	0	0	0	178	1	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520407	protein_coding	0	0	2	174	2	0	0	0	0	0	0	0	170	2	0	0	0	0	0	0	0	2
NRG1	ENSG00000157168	ENST00000520502	protein_coding	0	0	0	123	2	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	6
NRG1	ENSG00000157168	ENST00000521670	protein_coding	0	0	0	177	1	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522402	protein_coding	0	0	0	21	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	8
NRG1	ENSG00000157168	ENST00000522569	protein_coding	0	0	0	172	0	0	1	0	0	0	1	0	163	0	0	0	0	0	0	0	0	7
NRG1	ENSG00000157168	ENST00000523041	protein_coding	0	0	0	123	2	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	6
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	0	177	0	0	0	0	0	0	1	0	176	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	3	178	0	0	0	0	0	0	0	0	176	3	0	0	0	0	0	0	0	2
NRG1	ENSG00000157168	ENST00000539990	protein_coding	0	0	0	22	1	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	8
NRG1	ENSG00000157168	ENST00000614767	protein_coding	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2
NRG1	ENSG00000157168	ENST00000650819	protein_coding	0	0	0	128	0	0	0	0	0	0	1	0	121	0	0	0	0	0	0	0	0	6
NRG1	ENSG00000157168	ENST00000650866	protein_coding	0	0	1	180	0	0	2	0	0	0	0	0	178	1	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650919	protein_coding	0	0	0	172	2	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650967	protein_coding	0	0	0	172	2	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650980	protein_coding	0	0	0	177	1	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651149	protein_coding	0	0	0	172	0	0	2	0	0	0	1	0	169	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651333	protein_coding	0	0	0	129	1	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	7
NRG1	ENSG00000157168	ENST00000651335	protein_coding	0	0	0	181	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	4
NRG1	ENSG00000157168	ENST00000652588	protein_coding	0	0	0	177	0	0	0	0	0	0	1	0	176	0	0	0	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652592	protein_coding	0	0	1	128	0	0	0	0	0	0	0	0	121	1	0	0	0	0	0	0	0	7
NRG1	ENSG00000157168	ENST00000652698	protein_coding	0	0	1	180	0	0	2	0	0	0	0	0	178	1	0	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000219066	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
NTHL1	ENSG00000065057	ENST00000566380	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
NTHL1	ENSG00000065057	ENST00000651522	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
NTHL1	ENSG00000065057	ENST00000651570	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
NTHL1	ENSG00000065057	ENST00000651583	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
