# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000338783	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000349036	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371081	protein_coding	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000423897	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000461152	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464960	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000484504	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
HSD17B8	ENSG00000204228	ENST00000374662	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IDH1	ENSG00000138413	ENST00000345146	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IDH1	ENSG00000138413	ENST00000415282	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IDH1	ENSG00000138413	ENST00000415913	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IDH1	ENSG00000138413	ENST00000446179	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000331340	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000343574	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000346667	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000349824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000357364	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000359197	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000426121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000438033	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000439701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000440768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000615491	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000645066	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000216223	protein_coding	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
IL2RB	ENSG00000100385	ENST00000453962	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000374188	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000374202	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000456850	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000464642	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000473378	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000482750	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
INPP4B	ENSG00000109452	ENST00000262992	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000508116	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000509777	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000510812	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000511838	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000513000	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
INPP4B	ENSG00000109452	ENST00000514525	protein_coding	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
ITPKA	ENSG00000137825	ENST00000260386	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ITPKA	ENSG00000137825	ENST00000425927	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000458235	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000527670	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000534444	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
KCNMB3	ENSG00000171121	ENST00000485523	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000377967	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000382899	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000414389	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000536777	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000543216	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000611820	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000674586	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000674867	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000675577	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000683021	protein_coding	2	0	2	3	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0
KDR	ENSG00000128052	ENST00000263923	protein_coding	1	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000288135	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000412167	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000686011	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687109	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687246	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687295	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689832	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689994	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000690543	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000692783	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
KMT2A	ENSG00000118058	ENST00000389506	protein_coding	1	0	1	7	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0
KMT2A	ENSG00000118058	ENST00000420751	protein_coding	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1
KMT2A	ENSG00000118058	ENST00000527869	protein_coding	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
KMT2A	ENSG00000118058	ENST00000531904	protein_coding	1	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0
KMT2A	ENSG00000118058	ENST00000533790	protein_coding	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
KMT2A	ENSG00000118058	ENST00000534358	protein_coding	1	0	1	7	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0
KMT2A	ENSG00000118058	ENST00000649690	protein_coding	0	0	0	5	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
KMT2A	ENSG00000118058	ENST00000649699	protein_coding	1	0	1	7	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0
KMT2A	ENSG00000118058	ENST00000685397	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
KMT2A	ENSG00000118058	ENST00000685498	protein_coding	0	0	0	7	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1
KMT2A	ENSG00000118058	ENST00000686370	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
KMT2A	ENSG00000118058	ENST00000689424	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
KMT2A	ENSG00000118058	ENST00000691002	protein_coding	0	0	1	3	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1
KMT2A	ENSG00000118058	ENST00000691053	protein_coding	1	0	1	7	0	0	0	0	0	0	0	7	1	0	0	0	1	0	0
KRAS	ENSG00000133703	ENST00000256078	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000311936	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000556131	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000557334	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000685328	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000686969	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000688940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000692768	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KRAS	ENSG00000133703	ENST00000693229	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LAMA2	ENSG00000196569	ENST00000421865	protein_coding	3	1	1	2	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0
LAMA2	ENSG00000196569	ENST00000617695	protein_coding	3	1	1	2	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0
LAMA2	ENSG00000196569	ENST00000618192	protein_coding	3	1	1	2	0	0	0	0	0	0	3	2	1	0	0	0	0	1	0
LPAR6	ENSG00000139679	ENST00000345941	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
LPAR6	ENSG00000139679	ENST00000378434	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
LPAR6	ENSG00000139679	ENST00000620633	protein_coding	1	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000336686	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000354379	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000396428	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000421276	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000440230	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LTK	ENSG00000062524	ENST00000263800	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LTK	ENSG00000062524	ENST00000355166	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LTK	ENSG00000062524	ENST00000453182	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
LTK	ENSG00000062524	ENST00000561619	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MAP2K4	ENSG00000065559	ENST00000353533	protein_coding	1	1	0	2	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0
MAP2K4	ENSG00000065559	ENST00000415385	protein_coding	1	1	0	2	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000215832	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000398822	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MAPK1	ENSG00000100030	ENST00000544786	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MED13	ENSG00000108510	ENST00000397786	protein_coding	3	0	1	6	0	0	0	0	0	0	3	6	1	0	0	0	0	0	0
MED13	ENSG00000108510	ENST00000583958	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000231790	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000413740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000429117	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000435176	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000441265	protein_coding	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000450420	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000455445	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000456676	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000458205	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000536378	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000539477	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000616768	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000673673	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000673715	protein_coding	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000673899	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000674019	protein_coding	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MON1A	ENSG00000164077	ENST00000642691	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MON1A	ENSG00000164077	ENST00000645862	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000296474	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000344206	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MST1R	ENSG00000164078	ENST00000621387	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000361445	protein_coding	0	0	3	3	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	0	0	1	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYC	ENSG00000136997	ENST00000259523	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000377970	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000517291	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000524013	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000621592	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641036	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641252	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000651626	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000652288	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000396334	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000417037	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000421516	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000650112	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000650905	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000651800	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYD88	ENSG00000172936	ENST00000652213	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000380130	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000380133	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000380139	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000495479	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000530622	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000613078	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
N4BP2L1	ENSG00000139597	ENST00000635608	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000333837	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000395487	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000429094	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000437801	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000452445	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000548531	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000548826	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
