# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MYO1D	ENSG00000176658	ENST00000579584	protein_coding	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	3
MYO1D	ENSG00000176658	ENST00000583621	protein_coding	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	3
MYOZ3	ENSG00000164591	ENST00000297130	protein_coding	0	0	0	5	1	0	0	0	2	0	2	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000517768	protein_coding	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000520112	protein_coding	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000523553	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NAA25	ENSG00000111300	ENST00000261745	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000333837	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000395487	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000429094	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000437801	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000452445	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000549027	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000550139	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000551601	protein_coding	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
NGEF	ENSG00000066248	ENST00000264051	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000373552	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000409079	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000416114	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2
NGEF	ENSG00000066248	ENST00000420650	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	4
NGEF	ENSG00000066248	ENST00000424488	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
NGEF	ENSG00000066248	ENST00000458735	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2
NGEF	ENSG00000066248	ENST00000539537	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	2
NHSL2	ENSG00000204131	ENST00000540800	protein_coding	0	0	0	52	0	0	0	0	0	0	52	0	0	0	0	0	0
NMT1	ENSG00000136448	ENST00000592782	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
NUCKS1	ENSG00000069275	ENST00000367142	protein_coding	0	0	0	29	0	0	0	0	29	0	0	0	0	0	0	0	0
NYX	ENSG00000188937	ENST00000342595	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
NYX	ENSG00000188937	ENST00000378220	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000355243	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000361791	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000370296	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000428433	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PDAP1	ENSG00000106244	ENST00000350498	protein_coding	0	0	0	14	1	0	0	0	6	0	2	0	0	0	0	0	5
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	0	0	22	0	0	1	0	0	0	19	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000503856	protein_coding	0	0	0	22	0	0	0	0	0	0	19	0	0	0	0	0	3
PDGFRA	ENSG00000134853	ENST00000504461	protein_coding	0	0	0	22	0	0	0	0	0	0	19	0	0	0	0	0	3
PDGFRA	ENSG00000134853	ENST00000508170	protein_coding	0	0	0	22	0	0	1	0	0	0	19	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000512143	protein_coding	0	0	0	22	0	0	1	0	0	0	19	0	0	0	0	0	2
PDGFRA	ENSG00000134853	ENST00000512522	protein_coding	0	0	0	13	0	0	0	0	0	0	12	0	0	0	0	0	1
PDX1	ENSG00000139515	ENST00000381033	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PHLDB1	ENSG00000019144	ENST00000356063	protein_coding	0	2	4	89	0	0	0	0	0	0	79	4	0	0	0	2	10
PHLDB1	ENSG00000019144	ENST00000361417	protein_coding	0	2	4	91	0	0	0	0	0	0	81	4	0	0	0	2	10
PHLDB1	ENSG00000019144	ENST00000524713	protein_coding	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	2
PHLDB1	ENSG00000019144	ENST00000527898	protein_coding	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000356508	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000392032	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409419	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409587	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409735	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000594908	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000596682	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000598962	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000599685	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000600948	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000602131	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
PNLDC1	ENSG00000146453	ENST00000392167	protein_coding	1	0	0	10	2	0	0	0	5	1	2	0	0	0	0	0	1
PNLDC1	ENSG00000146453	ENST00000610273	protein_coding	1	0	0	10	2	0	0	0	5	1	2	0	0	0	0	0	1
POMT1	ENSG00000130714	ENST00000341012	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000354713	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000372220	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000372228	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000402686	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000404875	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000415075	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000418774	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000419118	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000423007	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000430619	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000441334	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000448212	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
POMT1	ENSG00000130714	ENST00000541219	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PRDM6	ENSG00000061455	ENST00000407847	protein_coding	0	0	0	39	0	0	0	0	0	0	34	0	0	0	0	0	5
PRRC2B	ENSG00000130723	ENST00000320547	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PRRC2B	ENSG00000130723	ENST00000357304	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PRRC2B	ENSG00000130723	ENST00000405995	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000370197	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000370198	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000394184	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000426398	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000541987	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000609116	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTCD1	ENSG00000106246	ENST00000292478	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0
PTCD1	ENSG00000106246	ENST00000555673	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
PTGES2	ENSG00000148334	ENST00000277462	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
PTGES2	ENSG00000148334	ENST00000338961	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
PTGES2	ENSG00000148334	ENST00000449878	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000330688	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000383772	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000404969	protein_coding	0	0	0	13	0	0	0	0	0	0	13	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000437042	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000458646	protein_coding	0	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000199814	protein_coding	0	0	0	5	1	0	0	0	2	0	2	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000447771	protein_coding	0	0	0	5	0	0	0	0	3	0	2	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000518917	protein_coding	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000521464	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000540000	protein_coding	0	0	0	5	1	0	0	0	2	0	2	0	0	0	0	0	0
RIPPLY3	ENSG00000183145	ENST00000329553	protein_coding	1	0	2	89	15	0	0	0	32	0	43	2	1	0	0	0	0
RNF10	ENSG00000022840	ENST00000325954	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000413266	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000537740	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RNF10	ENSG00000022840	ENST00000537997	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000538254	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
RNF10	ENSG00000022840	ENST00000540046	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF10	ENSG00000022840	ENST00000542207	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000542438	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000546262	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
RNF150	ENSG00000170153	ENST00000306799	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000420921	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000507500	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000515673	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000298386	protein_coding	0	2	0	83	1	0	0	0	4	0	78	0	0	0	0	2	0
RXFP2	ENSG00000133105	ENST00000380314	protein_coding	0	2	0	83	1	0	0	0	4	0	78	0	0	0	0	2	0
RXRG	ENSG00000143171	ENST00000359842	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
SCFD2	ENSG00000184178	ENST00000388940	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SCFD2	ENSG00000184178	ENST00000401642	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SCN4A	ENSG00000007314	ENST00000435607	protein_coding	0	0	0	13	0	0	0	0	2	0	8	0	0	0	0	0	3
SCN4A	ENSG00000007314	ENST00000578147	protein_coding	0	0	0	13	0	0	0	0	2	0	8	0	0	0	0	0	3
SDCCAG8	ENSG00000054282	ENST00000343783	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000355875	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000366541	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000435549	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000322354	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000392028	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000596456	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000599706	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000291842	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000593764	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000594298	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000594862	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000595726	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000597396	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600320	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600718	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600733	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000602011	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373064	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373066	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373068	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373069	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000432073	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000433501	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000466983	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SLC25A40	ENSG00000075303	ENST00000341119	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
SLCO1B3	ENSG00000111700	ENST00000553473	protein_coding	0	0	0	24	0	0	0	0	0	0	24	0	0	0	0	0	0
SLCO1B7	ENSG00000205754	ENST00000421593	protein_coding	0	0	0	22	0	0	0	0	0	0	22	0	0	0	0	0	0
SLCO1B7	ENSG00000205754	ENST00000545916	protein_coding	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	4
SLCO1B7	ENSG00000205754	ENST00000554957	protein_coding	0	0	0	24	0	0	0	0	0	0	24	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000401980	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000535561	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000537657	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000545162	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SOD2	ENSG00000112096	ENST00000546087	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SP110	ENSG00000135899	ENST00000258381	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000258382	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000338556	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000358662	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000392048	protein_coding	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000409815	protein_coding	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000416610	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
SP110	ENSG00000135899	ENST00000455674	protein_coding	0	0	0	6	0	0	0	0	2	0	2	0	0	0	0	0	2
SP110	ENSG00000135899	ENST00000540870	protein_coding	0	0	0	16	0	0	0	0	0	0	16	0	0	0	0	0	0
SP140	ENSG00000079263	ENST00000343805	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SP140	ENSG00000079263	ENST00000350136	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SP140	ENSG00000079263	ENST00000373645	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
SP140	ENSG00000079263	ENST00000392045	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SP140	ENSG00000079263	ENST00000417495	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SP140	ENSG00000079263	ENST00000420434	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SP140	ENSG00000079263	ENST00000456542	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0
SP140	ENSG00000079263	ENST00000486687	protein_coding	1	1	0	20	0	0	0	0	0	0	20	0	0	0	1	1	0
SPACA3	ENSG00000141316	ENST00000269053	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000394638	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
SPACA3	ENSG00000141316	ENST00000580599	protein_coding	0	0	0	11	0	0	0	0	0	0	6	0	0	0	0	0	5
SPOCD1	ENSG00000134668	ENST00000257100	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000360482	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000373648	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000525930	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000528791	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000529396	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPOCD1	ENSG00000134668	ENST00000533231	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
SPTBN4	ENSG00000160460	ENST00000338932	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000344104	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000352632	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000595535	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
SPTBN4	ENSG00000160460	ENST00000598249	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
SRM	ENSG00000116649	ENST00000376957	protein_coding	1	1	0	7	0	0	0	0	4	0	3	0	1	1	0	0	2
SRM	ENSG00000116649	ENST00000465788	protein_coding	0	0	0	6	0	0	0	0	4	0	1	0	0	0	0	0	1
SRM	ENSG00000116649	ENST00000487300	protein_coding	0	0	0	7	0	0	0	0	4	0	1	0	0	0	0	0	2
SRM	ENSG00000116649	ENST00000490101	protein_coding	0	1	1	3	0	0	0	0	2	0	0	1	0	0	0	1	1
ST7	ENSG00000004866	ENST00000265437	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000323984	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393443	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393444	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393446	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393447	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393449	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000393451	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000417919	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000420755	protein_coding	0	0	1	14	0	0	0	0	2	0	12	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000421345	protein_coding	0	0	0	12	0	0	0	0	0	0	12	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000422922	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000432298	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000434836	protein_coding	0	0	0	7	0	0	0	0	2	0	5	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000446490	protein_coding	0	0	1	27	0	0	0	0	0	0	27	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000449366	protein_coding	0	0	0	17	0	0	0	0	4	0	13	0	0	0	0	0	0
ST7	ENSG00000004866	ENST00000465133	protein_coding	0	0	1	23	0	0	0	0	5	0	18	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000477742	protein_coding	0	0	1	17	0	0	0	0	4	0	13	1	0	0	0	0	0
ST7	ENSG00000004866	ENST00000490039	protein_coding	0	0	1	22	0	0	0	0	0	0	22	1	0	0	0	0	0
STAT5B	ENSG00000173757	ENST00000293328	protein_coding	1	0	0	3	0	0	0	0	0	1	3	0	0	0	0	0	0
STK11	ENSG00000118046	ENST00000326873	protein_coding	1	1	3	0	0	0	0	0	0	1	1	3	0	1	0	0	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	0	2	3	0	0	0	0	1	0	2	2	0	0	0	0	0
STK11	ENSG00000118046	ENST00000586243	protein_coding	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2
SVEP1	ENSG00000165124	ENST00000302728	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SVEP1	ENSG00000165124	ENST00000374461	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
SVEP1	ENSG00000165124	ENST00000374469	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
