# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FLT1	ENSG00000102755	ENST00000617835	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FLT1	ENSG00000102755	ENST00000639477	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
FLT3	ENSG00000122025	ENST00000241453	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FLT4	ENSG00000037280	ENST00000261937	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
FLT4	ENSG00000037280	ENST00000393347	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
FLT4	ENSG00000037280	ENST00000502649	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
FLT4	ENSG00000037280	ENST00000512795	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FLT4	ENSG00000037280	ENST00000619105	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO4	ENSG00000184481	ENST00000374259	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000306100	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000379164	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000427802	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GJD3	ENSG00000183153	ENST00000578689	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000078429	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000587636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNA11	ENSG00000088256	ENST00000588401	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAQ	ENSG00000156052	ENST00000286548	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAQ	ENSG00000156052	ENST00000411677	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000265620	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000306090	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000306120	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000338783	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000349036	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371081	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000423897	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000461152	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464960	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000484504	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000656419	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
GSTP1	ENSG00000084207	ENST00000398603	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSTP1	ENSG00000084207	ENST00000398606	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GSTP1	ENSG00000084207	ENST00000495996	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000311189	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	ENSG00000174775	ENST00000397594	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	ENSG00000174775	ENST00000397596	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	ENSG00000174775	ENST00000417302	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	ENSG00000174775	ENST00000451590	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
HRAS	ENSG00000174775	ENST00000468682	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HTR2B	ENSG00000135914	ENST00000258400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IDH2	ENSG00000182054	ENST00000330062	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IDH2	ENSG00000182054	ENST00000540499	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
IDH2	ENSG00000182054	ENST00000559482	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000216223	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000429622	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000445595	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000453962	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000374188	protein_coding	1	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0
IL2RG	ENSG00000147168	ENST00000374202	protein_coding	1	1	1	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0
IL2RG	ENSG00000147168	ENST00000456850	protein_coding	1	1	0	2	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0
IL2RG	ENSG00000147168	ENST00000464642	protein_coding	0	1	1	2	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0
IL2RG	ENSG00000147168	ENST00000473378	protein_coding	1	0	1	2	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000482750	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
INPP4B	ENSG00000109452	ENST00000262992	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000506217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000508116	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000509777	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000510812	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000511838	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000513000	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
INPP4B	ENSG00000109452	ENST00000514525	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ITPKA	ENSG00000137825	ENST00000260386	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ITPKA	ENSG00000137825	ENST00000425927	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000342505	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000671929	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000671954	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000672179	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000672247	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000672434	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000672574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000672751	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000673046	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000673246	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000673254	protein_coding	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
JAK1	ENSG00000162434	ENST00000673502	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
JAK2	ENSG00000096968	ENST00000381652	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000458235	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000527670	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
JAK3	ENSG00000105639	ENST00000534444	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000377967	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000382899	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000414389	protein_coding	1	0	2	3	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000431196	protein_coding	0	0	2	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000536777	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000543216	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000611820	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000674586	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000674867	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000675577	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000683021	protein_coding	1	0	2	4	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0
KDR	ENSG00000128052	ENST00000263923	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000288135	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000412167	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000685816	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000686011	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687109	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687246	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000687295	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689832	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000689994	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000690543	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KIT	ENSG00000157404	ENST00000692783	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KMT2A	ENSG00000118058	ENST00000389506	protein_coding	3	3	7	4	0	0	0	0	0	0	0	3	4	7	0	0	0	0	3	0
KMT2A	ENSG00000118058	ENST00000420751	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2
KMT2A	ENSG00000118058	ENST00000527869	protein_coding	2	1	1	8	0	0	0	0	0	0	2	2	6	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000529852	protein_coding	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000531904	protein_coding	2	2	6	3	0	0	0	0	0	0	2	2	1	6	0	0	0	0	2	0
KMT2A	ENSG00000118058	ENST00000532204	protein_coding	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000533790	protein_coding	2	1	1	8	0	0	0	0	0	0	2	2	6	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000534358	protein_coding	3	3	7	4	0	0	0	0	0	0	0	3	4	7	0	0	0	0	3	0
KMT2A	ENSG00000118058	ENST00000649666	protein_coding	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000649690	protein_coding	2	1	1	8	0	0	0	0	0	0	2	2	6	1	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000649699	protein_coding	3	3	7	4	0	0	0	0	0	0	0	3	4	7	0	0	0	0	3	0
KMT2A	ENSG00000118058	ENST00000685397	protein_coding	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
KMT2A	ENSG00000118058	ENST00000685498	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
KMT2A	ENSG00000118058	ENST00000686370	protein_coding	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1
KMT2A	ENSG00000118058	ENST00000689424	protein_coding	1	1	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0
KMT2A	ENSG00000118058	ENST00000691002	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
KMT2A	ENSG00000118058	ENST00000691053	protein_coding	3	3	7	4	0	0	0	0	0	0	0	3	4	7	0	0	0	0	3	0
LAMA2	ENSG00000196569	ENST00000421865	protein_coding	4	0	3	5	0	0	0	0	1	1	0	3	6	1	0	1	0	1	0	0
LAMA2	ENSG00000196569	ENST00000494137	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LAMA2	ENSG00000196569	ENST00000498257	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LAMA2	ENSG00000196569	ENST00000617695	protein_coding	4	0	3	5	0	0	0	0	1	1	0	3	6	1	0	1	0	1	0	0
LAMA2	ENSG00000196569	ENST00000618192	protein_coding	4	0	3	5	0	0	0	0	1	1	0	3	6	1	0	1	0	1	0	0
LAMA2	ENSG00000196569	ENST00000688799	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
LETM2	ENSG00000165046	ENST00000379957	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRC56	ENSG00000161328	ENST00000270115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LRRFIP2	ENSG00000093167	ENST00000336686	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000354379	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000396428	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000421276	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRFIP2	ENSG00000093167	ENST00000440230	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LTK	ENSG00000062524	ENST00000263800	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LTK	ENSG00000062524	ENST00000355166	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LTK	ENSG00000062524	ENST00000453182	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LTK	ENSG00000062524	ENST00000561619	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000307102	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000566326	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685172	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000685763	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000686347	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000689951	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000691937	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000692683	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K1	ENSG00000169032	ENST00000693150	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000262948	protein_coding	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000599021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MAP2K4	ENSG00000065559	ENST00000353533	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MAP2K4	ENSG00000065559	ENST00000415385	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
MAP3K1	ENSG00000095015	ENST00000399503	protein_coding	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
MAPK1	ENSG00000100030	ENST00000215832	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
MAPK1	ENSG00000100030	ENST00000398822	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MAPK1	ENSG00000100030	ENST00000544786	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
MED13	ENSG00000108510	ENST00000397786	protein_coding	3	1	2	2	0	0	0	0	0	0	0	3	3	2	0	0	1	0	0	0
MED13	ENSG00000108510	ENST00000583958	protein_coding	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000318493	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000397752	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MET	ENSG00000105976	ENST00000436117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000170447	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000411987	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
