# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
IVD	ENSG00000128928	ENST00000558610	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
IVD	ENSG00000128928	ENST00000559575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KCNJ5	ENSG00000120457	ENST00000338350	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3
KCNJ5	ENSG00000120457	ENST00000529694	protein_coding	0	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	3
KCNK12	ENSG00000184261	ENST00000327876	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
KDELC2	ENSG00000178202	ENST00000323468	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
KDELC2	ENSG00000178202	ENST00000375648	protein_coding	0	0	0	5	0	0	0	0	1	0	3	0	0	0	0	0	1
KDELC2	ENSG00000178202	ENST00000434945	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	0	0	0	0	1
KDELC2	ENSG00000178202	ENST00000530318	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	3
KDM6A	ENSG00000147050	ENST00000377967	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000382899	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000414389	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000431196	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000433797	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000536777	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
KDM6A	ENSG00000147050	ENST00000543216	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
KIAA0907	ENSG00000132680	ENST00000368319	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KIAA0907	ENSG00000132680	ENST00000368320	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KIAA0907	ENSG00000132680	ENST00000368321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT33A	ENSG00000006059	ENST00000007735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
KRT33B	ENSG00000131738	ENST00000251646	protein_coding	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	2
KRT9	ENSG00000171403	ENST00000246662	protein_coding	0	1	2	6	0	0	0	0	0	0	6	2	0	0	0	1	0
KRT9	ENSG00000171403	ENST00000588431	protein_coding	0	1	2	6	0	0	0	0	0	0	6	2	0	0	0	1	0
KRTAP16-1	ENSG00000212657	ENST00000391352	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
KRTAP29-1	ENSG00000212658	ENST00000391353	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LEFTY1	ENSG00000243709	ENST00000272134	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LETM1	ENSG00000168924	ENST00000302787	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
LEUTX	ENSG00000213921	ENST00000396841	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LIN28A	ENSG00000131914	ENST00000254231	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
LIN28A	ENSG00000131914	ENST00000326279	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000354454	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000536173	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000547044	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000548766	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000550945	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000554942	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000556887	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
LRMP	ENSG00000118308	ENST00000557489	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
LRRC56	ENSG00000161328	ENST00000270115	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
LTBP2	ENSG00000119681	ENST00000261978	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
LTBP2	ENSG00000119681	ENST00000556359	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
LTBP2	ENSG00000119681	ENST00000556690	protein_coding	0	0	0	10	0	0	0	0	0	0	10	0	0	0	0	0	0
MAFA	ENSG00000182759	ENST00000333480	protein_coding	0	0	2	7	0	0	0	0	0	0	0	2	0	0	0	0	7
MAP2K2	ENSG00000126934	ENST00000262948	protein_coding	0	1	1	6	0	0	1	0	0	0	5	1	0	0	0	1	0
MAP2K2	ENSG00000126934	ENST00000394867	protein_coding	0	1	1	6	0	0	0	0	0	0	6	1	0	0	0	1	0
MAP2K2	ENSG00000126934	ENST00000599021	protein_coding	0	1	1	4	0	0	0	0	0	0	3	1	0	0	0	1	1
MAP3K3	ENSG00000198909	ENST00000361357	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K3	ENSG00000198909	ENST00000361733	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K3	ENSG00000198909	ENST00000577395	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K3	ENSG00000198909	ENST00000579585	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP3K3	ENSG00000198909	ENST00000584573	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP7D2	ENSG00000184368	ENST00000379643	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP7D2	ENSG00000184368	ENST00000379651	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP7D2	ENSG00000184368	ENST00000443379	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAP7D2	ENSG00000184368	ENST00000452324	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MAPK8	ENSG00000107643	ENST00000374189	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MAPK8	ENSG00000107643	ENST00000426557	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MAPK8	ENSG00000107643	ENST00000429041	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MAPK8	ENSG00000107643	ENST00000432379	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MASP2	ENSG00000009724	ENST00000400897	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MASP2	ENSG00000009724	ENST00000400898	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
MAST2	ENSG00000086015	ENST00000361297	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
MAST2	ENSG00000086015	ENST00000372009	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	1
MCC	ENSG00000171444	ENST00000408903	protein_coding	0	0	0	17	0	0	0	0	0	0	14	0	0	0	0	0	3
MCMBP	ENSG00000197771	ENST00000360003	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
MCMBP	ENSG00000197771	ENST00000369077	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
MCPH1	ENSG00000147316	ENST00000344683	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
MDM4	ENSG00000198625	ENST00000507825	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000288745	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000360698	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000395614	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000395625	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000409699	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000422354	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
METTL7B	ENSG00000170439	ENST00000394252	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000314589	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000328528	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000352241	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000394355	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000429090	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000433517	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000448226	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000451708	protein_coding	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000457080	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MITF	ENSG00000187098	ENST00000472437	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000170447	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000411987	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000448482	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
MRPS22	ENSG00000175110	ENST00000495075	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MTIF3	ENSG00000122033	ENST00000381116	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0
MTIF3	ENSG00000122033	ENST00000381120	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0
MTIF3	ENSG00000122033	ENST00000405591	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0
MTIF3	ENSG00000122033	ENST00000431572	protein_coding	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0
MYO1D	ENSG00000176658	ENST00000318217	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000394649	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000579584	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000583621	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
NAA25	ENSG00000111300	ENST00000261745	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000339885	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000340252	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000355369	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000355721	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000356632	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000358658	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000526516	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000526799	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000528884	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000530139	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000530995	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000532802	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000533340	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000533753	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NAALADL1	ENSG00000168060	ENST00000533842	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NBEAL2	ENSG00000160796	ENST00000292309	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
NBEAL2	ENSG00000160796	ENST00000383740	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
NBEAL2	ENSG00000160796	ENST00000416683	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NBEAL2	ENSG00000160796	ENST00000450053	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	2
NCL	ENSG00000115053	ENST00000322723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NCL	ENSG00000115053	ENST00000417652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NCL	ENSG00000115053	ENST00000436894	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NCL	ENSG00000115053	ENST00000453992	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NCL	ENSG00000115053	ENST00000454824	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFAB1	ENSG00000004779	ENST00000007516	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NDUFAB1	ENSG00000004779	ENST00000562133	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NDUFAB1	ENSG00000004779	ENST00000567761	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
NDUFAB1	ENSG00000004779	ENST00000570319	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NGRN	ENSG00000182768	ENST00000379095	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000301749	protein_coding	0	0	0	9	2	0	0	0	2	0	5	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000359128	protein_coding	0	0	0	9	2	0	0	0	2	0	5	0	0	0	0	0	0
NLRC3	ENSG00000167984	ENST00000448023	protein_coding	0	0	0	9	2	0	0	0	2	0	5	0	0	0	0	0	0
NOC4L	ENSG00000184967	ENST00000330579	protein_coding	0	0	1	5	0	0	0	0	2	0	0	1	0	0	0	0	3
NOC4L	ENSG00000184967	ENST00000538784	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
NOC4L	ENSG00000184967	ENST00000541954	protein_coding	0	0	1	4	0	0	0	0	1	0	0	1	0	0	0	0	3
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
NPTXR	ENSG00000221890	ENST00000333039	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0
NPW	ENSG00000183971	ENST00000329610	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
NPW	ENSG00000183971	ENST00000566435	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
NPW	ENSG00000183971	ENST00000567649	protein_coding	0	0	0	7	0	0	0	0	2	0	3	0	0	0	0	0	2
NRG1	ENSG00000157168	ENST00000287842	protein_coding	0	0	3	19	0	0	0	0	4	0	15	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000287845	protein_coding	0	0	3	20	0	0	0	0	5	0	15	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000338921	protein_coding	0	0	3	20	0	0	0	0	5	0	15	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000341377	protein_coding	0	0	0	23	3	0	0	0	5	0	15	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000356819	protein_coding	0	0	3	20	0	0	0	0	5	0	15	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000405005	protein_coding	0	0	3	19	0	0	0	0	4	0	15	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518084	protein_coding	0	0	0	9	0	0	0	0	5	0	4	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518104	protein_coding	0	0	2	23	0	0	0	0	4	0	19	2	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518206	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519240	protein_coding	0	0	0	13	0	0	0	0	7	0	6	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519301	protein_coding	0	0	3	23	0	0	0	0	4	0	19	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520407	protein_coding	0	0	0	7	0	0	0	0	0	0	7	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520502	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000521670	protein_coding	0	0	1	20	1	0	0	0	4	0	15	1	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522402	protein_coding	0	0	0	13	0	0	0	0	7	0	6	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523041	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	1	18	1	0	0	0	4	0	13	1	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	3	23	0	0	0	0	4	0	19	3	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000539990	protein_coding	0	0	3	16	0	0	0	0	4	0	12	3	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000307076	protein_coding	1	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000307092	protein_coding	1	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000422318	protein_coding	1	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000459839	protein_coding	1	0	0	3	0	0	0	0	2	1	1	0	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000463947	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	2
NT5DC2	ENSG00000168268	ENST00000471522	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0
NT5DC2	ENSG00000168268	ENST00000489316	protein_coding	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0
NT5M	ENSG00000205309	ENST00000389022	protein_coding	0	0	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000219066	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NTHL1	ENSG00000065057	ENST00000566380	protein_coding	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000392302	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
NUP62	ENSG00000213024	ENST00000352066	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000413454	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000422090	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000593652	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000594673	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000595761	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000596217	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000596437	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000596680	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000597029	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000597723	protein_coding	0	0	0	14	0	0	0	0	7	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000599567	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000599788	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
NUP62	ENSG00000213024	ENST00000600645	protein_coding	0	0	0	12	0	0	0	0	5	0	3	0	0	0	0	0	4
NUP62	ENSG00000213024	ENST00000600935	protein_coding	0	0	0	12	0	0	0	0	5	0	7	0	0	0	0	0	0
OGN	ENSG00000106809	ENST00000262551	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OGN	ENSG00000106809	ENST00000375561	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OGN	ENSG00000106809	ENST00000447356	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OPHN1	ENSG00000079482	ENST00000355520	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
OPHN1	ENSG00000079482	ENST00000540071	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
OR1I1	ENSG00000094661	ENST00000209540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
OSTF1	ENSG00000134996	ENST00000346234	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PALB2	ENSG00000083093	ENST00000261584	protein_coding	1	0	0	5	0	0	0	0	2	1	3	0	0	0	0	0	0
PALB2	ENSG00000083093	ENST00000566069	protein_coding	0	0	0	5	0	0	0	0	2	0	3	0	0	0	0	0	0
PARP9	ENSG00000138496	ENST00000360356	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
PARP9	ENSG00000138496	ENST00000462315	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
PARP9	ENSG00000138496	ENST00000466126	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1
PARP9	ENSG00000138496	ENST00000471785	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
PARP9	ENSG00000138496	ENST00000477522	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
PARP9	ENSG00000138496	ENST00000492382	protein_coding	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	1
PATE2	ENSG00000196844	ENST00000358524	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
PATE2	ENSG00000196844	ENST00000436890	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	1
PATE3	ENSG00000236027	ENST00000445202	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000355243	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000361791	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000370296	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000427256	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000428433	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000554172	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000556085	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000296302	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000337303	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000356770	protein_coding	0	0	0	6	0	0	0	0	1	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000394830	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409057	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409114	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409767	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000410007	protein_coding	0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000423351	protein_coding	0	0	0	5	0	0	0	0	1	0	4	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000431678	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
