# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MAP1S	ENSG00000130479	ENST00000324096	protein_coding	0	3	2	17	0	0	0	0	0	17	2	0	0	0	0	0	0	3	0
MAP1S	ENSG00000130479	ENST00000544059	protein_coding	0	3	2	17	0	0	0	0	0	17	2	0	0	0	0	0	0	3	0
MAP1S	ENSG00000130479	ENST00000594625	protein_coding	0	1	1	13	0	0	0	10	0	3	1	0	0	0	0	0	0	1	0
MAP1S	ENSG00000130479	ENST00000597000	protein_coding	0	0	0	20	0	0	0	0	0	14	0	0	0	0	0	0	0	0	6
MAP1S	ENSG00000130479	ENST00000597735	protein_coding	1	1	0	20	0	0	0	2	0	19	0	0	1	0	0	0	0	1	0
MAP1S	ENSG00000130479	ENST00000600186	protein_coding	0	1	1	13	0	0	0	10	0	3	1	0	0	0	0	0	0	1	0
MAP2K2	ENSG00000126934	ENST00000262948	protein_coding	1	1	1	3	1	0	0	0	1	3	1	0	0	1	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000394867	protein_coding	1	1	1	3	1	0	0	0	1	3	1	0	0	1	0	0	0	0	0
MAP2K2	ENSG00000126934	ENST00000599021	protein_coding	0	1	0	3	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1
MAP2K4	ENSG00000065559	ENST00000353533	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MAP2K4	ENSG00000065559	ENST00000415385	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MASP2	ENSG00000009724	ENST00000400897	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MASP2	ENSG00000009724	ENST00000400898	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
MCC	ENSG00000171444	ENST00000408903	protein_coding	0	0	0	21	0	0	0	0	0	18	0	0	0	0	0	0	0	0	3
MCMBP	ENSG00000197771	ENST00000360003	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MCMBP	ENSG00000197771	ENST00000369077	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000288745	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000360698	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000395614	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000395625	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000409699	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEGF11	ENSG00000157890	ENST00000422354	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000300398	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000400107	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000401548	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000540833	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
MEI1	ENSG00000167077	ENST00000540880	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000170447	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000411987	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MKRN2	ENSG00000075975	ENST00000448482	protein_coding	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000231790	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000429117	protein_coding	0	1	0	6	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000435176	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000441265	protein_coding	0	0	0	7	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000455445	protein_coding	0	0	0	7	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000456676	protein_coding	0	1	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0
MLH1	ENSG00000076242	ENST00000458205	protein_coding	0	0	0	7	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000536378	protein_coding	0	0	0	7	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
MLH1	ENSG00000076242	ENST00000539477	protein_coding	0	0	0	7	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
MRPL4	ENSG00000105364	ENST00000253099	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
MRPL4	ENSG00000105364	ENST00000307422	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
MRPL4	ENSG00000105364	ENST00000393733	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
MRPL4	ENSG00000105364	ENST00000588502	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
MRPL4	ENSG00000105364	ENST00000590150	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
MRPL4	ENSG00000105364	ENST00000590669	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
MRPL4	ENSG00000105364	ENST00000590702	protein_coding	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
MRPL4	ENSG00000105364	ENST00000592514	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
MTIF3	ENSG00000122033	ENST00000381116	protein_coding	1	3	1	9	0	0	0	0	0	7	1	1	0	0	0	0	0	3	3
MTIF3	ENSG00000122033	ENST00000381120	protein_coding	1	3	1	9	0	0	0	0	0	7	1	1	0	0	0	0	0	3	3
MTIF3	ENSG00000122033	ENST00000405591	protein_coding	1	3	1	9	0	0	0	0	0	7	1	1	0	0	0	0	0	3	3
MTIF3	ENSG00000122033	ENST00000431572	protein_coding	1	3	1	9	0	0	0	0	0	7	1	1	0	0	0	0	0	3	3
MTOR	ENSG00000198793	ENST00000361445	protein_coding	1	0	0	44	6	0	0	0	0	38	0	0	0	0	1	0	0	0	0
MTOR	ENSG00000198793	ENST00000376838	protein_coding	0	0	0	16	6	0	0	0	0	4	0	0	0	0	0	0	0	0	6
MTOR	ENSG00000198793	ENST00000455339	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000318217	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000394649	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000579584	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MYO1D	ENSG00000176658	ENST00000583621	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000297130	protein_coding	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000517768	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000520112	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
MYOZ3	ENSG00000164591	ENST00000523553	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NAA25	ENSG00000111300	ENST00000261745	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000333837	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000395487	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000429094	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000437801	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000452445	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000549027	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NELL2	ENSG00000184613	ENST00000550139	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
NELL2	ENSG00000184613	ENST00000551601	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
NGEF	ENSG00000066248	ENST00000264051	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000373552	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000409079	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
NGEF	ENSG00000066248	ENST00000416114	protein_coding	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
NGEF	ENSG00000066248	ENST00000420650	protein_coding	0	0	0	8	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2
NGEF	ENSG00000066248	ENST00000424488	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NGEF	ENSG00000066248	ENST00000458735	protein_coding	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
NGEF	ENSG00000066248	ENST00000539537	protein_coding	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5
NHSL2	ENSG00000204131	ENST00000540800	protein_coding	0	0	0	79	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0
NMT1	ENSG00000136448	ENST00000592782	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NUCKS1	ENSG00000069275	ENST00000367142	protein_coding	0	0	0	32	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0
NYX	ENSG00000188937	ENST00000342595	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
NYX	ENSG00000188937	ENST00000378220	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
OSTF1	ENSG00000134996	ENST00000346234	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PAX2	ENSG00000075891	ENST00000355243	protein_coding	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000361791	protein_coding	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000370296	protein_coding	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000427256	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000428433	protein_coding	0	0	0	5	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000554172	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
PAX2	ENSG00000075891	ENST00000556085	protein_coding	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
PDAP1	ENSG00000106244	ENST00000350498	protein_coding	0	0	0	23	1	0	0	7	0	10	0	0	0	0	0	0	0	0	5
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	0	0	34	0	0	2	0	0	31	0	0	0	0	0	0	0	0	1
PDGFRA	ENSG00000134853	ENST00000503856	protein_coding	0	0	0	34	0	0	0	0	0	30	0	0	0	0	0	0	0	0	4
PDGFRA	ENSG00000134853	ENST00000504461	protein_coding	0	0	0	34	0	0	0	0	0	30	0	0	0	0	0	0	0	0	4
PDGFRA	ENSG00000134853	ENST00000508170	protein_coding	0	0	0	34	0	0	2	0	0	31	0	0	0	0	0	0	0	0	1
PDGFRA	ENSG00000134853	ENST00000512143	protein_coding	0	0	0	34	0	0	2	0	0	31	0	0	0	0	0	0	0	0	1
PDGFRA	ENSG00000134853	ENST00000512522	protein_coding	0	0	0	20	0	0	0	0	0	17	0	0	0	0	0	0	0	0	3
PHLDB1	ENSG00000019144	ENST00000356063	protein_coding	0	5	7	133	0	0	0	0	0	121	7	0	0	0	0	0	0	5	12
PHLDB1	ENSG00000019144	ENST00000361417	protein_coding	0	5	7	143	0	0	1	0	0	126	7	0	0	0	0	0	0	5	16
PHLDB1	ENSG00000019144	ENST00000524713	protein_coding	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4
PHLDB1	ENSG00000019144	ENST00000527898	protein_coding	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9
PIGP	ENSG00000185808	ENST00000360525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGP	ENSG00000185808	ENST00000399098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGP	ENSG00000185808	ENST00000399102	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGP	ENSG00000185808	ENST00000399103	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGP	ENSG00000185808	ENST00000430792	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PIGP	ENSG00000185808	ENST00000464265	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLD3	ENSG00000105223	ENST00000356508	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000359274	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PLD3	ENSG00000105223	ENST00000392032	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409281	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PLD3	ENSG00000105223	ENST00000409419	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409587	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000409735	protein_coding	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000594908	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000596470	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PLD3	ENSG00000105223	ENST00000596682	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000598962	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000599353	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PLD3	ENSG00000105223	ENST00000599685	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000600948	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PLD3	ENSG00000105223	ENST00000602131	protein_coding	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
PNLDC1	ENSG00000146453	ENST00000392167	protein_coding	0	0	0	10	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0
PNLDC1	ENSG00000146453	ENST00000610273	protein_coding	0	0	0	10	2	0	0	7	0	1	0	0	0	0	0	0	0	0	0
PRDM6	ENSG00000061455	ENST00000407847	protein_coding	0	0	0	44	0	0	0	0	0	34	0	0	0	0	0	0	0	0	10
PRRC2B	ENSG00000130723	ENST00000357304	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRRC2B	ENSG00000130723	ENST00000372249	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRRC2B	ENSG00000130723	ENST00000405995	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRRC2B	ENSG00000130723	ENST00000422467	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRRC2B	ENSG00000130723	ENST00000458550	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000370197	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000370198	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000394184	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000426398	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000541987	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTBP2	ENSG00000117569	ENST00000609116	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PTCD1	ENSG00000106246	ENST00000292478	protein_coding	0	0	0	9	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
PTCD1	ENSG00000106246	ENST00000555673	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
PTGES2	ENSG00000148334	ENST00000277462	protein_coding	0	2	0	10	0	0	0	3	0	7	0	0	0	0	0	0	0	2	0
PTGES2	ENSG00000148334	ENST00000338961	protein_coding	0	2	0	10	0	0	0	3	0	7	0	0	0	0	0	0	0	2	0
PTGES2	ENSG00000148334	ENST00000449878	protein_coding	0	1	0	11	0	0	0	7	0	4	0	0	0	1	0	0	0	1	0
RARB	ENSG00000077092	ENST00000330688	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000383772	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000404969	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000437042	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RARB	ENSG00000077092	ENST00000458646	protein_coding	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000199814	protein_coding	0	0	1	6	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000447771	protein_coding	0	0	0	7	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000518917	protein_coding	0	0	1	5	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000521464	protein_coding	0	0	2	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
RBM22	ENSG00000086589	ENST00000540000	protein_coding	0	0	0	7	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0
RIPPLY3	ENSG00000183145	ENST00000329553	protein_coding	0	1	4	101	14	0	0	36	0	51	4	0	0	0	0	0	0	1	0
RNF10	ENSG00000022840	ENST00000325954	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000413266	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000537740	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF10	ENSG00000022840	ENST00000537997	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000540046	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF10	ENSG00000022840	ENST00000542207	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000542438	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF10	ENSG00000022840	ENST00000546262	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
RNF150	ENSG00000170153	ENST00000306799	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000420921	protein_coding	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000507500	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RNF150	ENSG00000170153	ENST00000515673	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
RXFP2	ENSG00000133105	ENST00000298386	protein_coding	1	2	2	75	0	0	0	6	0	70	2	0	0	1	1	0	0	1	0
RXFP2	ENSG00000133105	ENST00000380314	protein_coding	1	2	2	75	0	0	0	6	0	70	2	0	0	1	1	0	0	1	0
RXRG	ENSG00000143171	ENST00000359842	protein_coding	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
SCFD2	ENSG00000184178	ENST00000388940	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SCFD2	ENSG00000184178	ENST00000401642	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SCN4A	ENSG00000007314	ENST00000435607	protein_coding	0	0	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4
SCN4A	ENSG00000007314	ENST00000578147	protein_coding	0	0	0	15	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4
SDCCAG8	ENSG00000054282	ENST00000343783	protein_coding	0	0	0	22	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000355875	protein_coding	0	0	0	22	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000366541	protein_coding	0	0	0	22	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0
SDCCAG8	ENSG00000054282	ENST00000435549	protein_coding	0	0	0	22	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000322354	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000392028	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000596456	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SERTAD3	ENSG00000167565	ENST00000599706	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
SFTA2	ENSG00000196260	ENST00000359086	protein_coding	0	1	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
SHKBP1	ENSG00000160410	ENST00000291842	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000593764	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000594298	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000594862	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000595726	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000597396	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600320	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600718	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000600733	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SHKBP1	ENSG00000160410	ENST00000602011	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373064	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373066	protein_coding	0	0	3	8	0	0	0	4	0	4	3	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373068	protein_coding	0	0	0	14	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000373069	protein_coding	0	0	0	14	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000432073	protein_coding	0	0	3	8	0	0	0	4	0	4	3	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000433501	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SLC25A25	ENSG00000148339	ENST00000466983	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
SLC25A40	ENSG00000075303	ENST00000341119	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	1	1	6	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	1	1	6	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	1	1	6	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	1	1	4	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0
