# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FGFR1	ENSG00000077782	ENST00000683815	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR1	ENSG00000077782	ENST00000684654	protein_coding	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000336553	protein_coding	0	0	0	7	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000346997	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000351936	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000356226	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000357555	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000358487	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000359354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000360144	protein_coding	0	0	2	5	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369056	protein_coding	0	0	2	5	1	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369058	protein_coding	0	0	2	5	0	0	0	0	0	1	0	4	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369059	protein_coding	0	0	2	5	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369060	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000369061	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000429361	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2
FGFR2	ENSG00000066468	ENST00000457416	protein_coding	0	0	2	5	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000478859	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000611527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000613048	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000613324	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000638709	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000682550	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000682772	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000683035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000683211	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR2	ENSG00000066468	ENST00000684153	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000340107	protein_coding	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000352904	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
FGFR3	ENSG00000068078	ENST00000412135	protein_coding	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000440486	protein_coding	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000481110	protein_coding	1	0	0	2	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0
FGFR3	ENSG00000068078	ENST00000507588	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000292408	protein_coding	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393637	protein_coding	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0
FGFR4	ENSG00000160867	ENST00000393648	protein_coding	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0
FGFR4	ENSG00000160867	ENST00000502906	protein_coding	1	2	1	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	0	0
FGFR4	ENSG00000160867	ENST00000503708	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000510911	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000511076	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
FGFR4	ENSG00000160867	ENST00000513166	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FGFR4	ENSG00000160867	ENST00000514472	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000282397	protein_coding	0	1	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0
FLT1	ENSG00000102755	ENST00000539099	protein_coding	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0
FLT1	ENSG00000102755	ENST00000540678	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000541932	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
FLT1	ENSG00000102755	ENST00000543394	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000615611	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FLT1	ENSG00000102755	ENST00000615840	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
FLT1	ENSG00000102755	ENST00000617835	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
FLT1	ENSG00000102755	ENST00000639477	protein_coding	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
FLT3	ENSG00000122025	ENST00000241453	protein_coding	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
FLT4	ENSG00000037280	ENST00000261937	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
FLT4	ENSG00000037280	ENST00000393347	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
FLT4	ENSG00000037280	ENST00000502649	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
FLT4	ENSG00000037280	ENST00000512795	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLT4	ENSG00000037280	ENST00000619105	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000306100	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000379164	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
FSTL5	ENSG00000168843	ENST00000427802	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GJD3	ENSG00000183153	ENST00000578689	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000078429	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000587636	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GNA11	ENSG00000088256	ENST00000588401	protein_coding	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
GNA13	ENSG00000120063	ENST00000439174	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GNA13	ENSG00000120063	ENST00000541118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAQ	ENSG00000156052	ENST00000286548	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GNAQ	ENSG00000156052	ENST00000411677	protein_coding	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000265620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000306090	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000306120	protein_coding	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000313949	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000338783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000349036	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
GNAS	ENSG00000087460	ENST00000354359	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371075	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371081	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371095	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371098	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000371100	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
GNAS	ENSG00000087460	ENST00000371102	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
GNAS	ENSG00000087460	ENST00000419558	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000423897	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
GNAS	ENSG00000087460	ENST00000453292	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000461152	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000462499	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464788	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000464960	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467227	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000467321	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000468895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000469431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000470512	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000472183	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000476935	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000477931	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000478585	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480232	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000480975	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000481039	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000482112	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000484504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000485673	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000488652	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000491348	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000492907	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000493744	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000603546	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000604005	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000657090	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000663479	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000667293	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000676826	protein_coding	2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0
GNAS	ENSG00000087460	ENST00000682803	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GNAS	ENSG00000087460	ENST00000683015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GPX1	ENSG00000233276	ENST00000419349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPX1	ENSG00000233276	ENST00000419783	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPX1	ENSG00000233276	ENST00000496791	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPX1	ENSG00000233276	ENST00000643797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPX1	ENSG00000233276	ENST00000646881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GSTP1	ENSG00000084207	ENST00000398603	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTP1	ENSG00000084207	ENST00000398606	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTP1	ENSG00000084207	ENST00000495996	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HMGXB3	ENSG00000113716	ENST00000502717	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HMGXB3	ENSG00000113716	ENST00000503427	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HMGXB3	ENSG00000113716	ENST00000613459	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000311189	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000397594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HRAS	ENSG00000174775	ENST00000397596	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000417302	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000451590	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HRAS	ENSG00000174775	ENST00000468682	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HTR2B	ENSG00000135914	ENST00000258400	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IDH2	ENSG00000182054	ENST00000330062	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
IDH2	ENSG00000182054	ENST00000540499	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
IDH2	ENSG00000182054	ENST00000559482	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
IGHD1-1	ENSG00000236170	ENST00000454908	IG_D_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHD1-20	ENSG00000237020	ENST00000450276	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD1-26	ENSG00000211907	ENST00000390567	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD2-2	ENSG00000211931	ENST00000390591	IG_D_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHD2-21	ENSG00000211912	ENST00000390572	IG_D_gene	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IGHD3-16	ENSG00000211917	ENST00000390577	IG_D_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHD3-22	ENSG00000211911	ENST00000390571	IG_D_gene	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
IGHD3-3	ENSG00000211930	ENST00000390590	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD4-17	ENSG00000227800	ENST00000431870	IG_D_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHD4-23	ENSG00000227196	ENST00000437320	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD4-4	ENSG00000233655	ENST00000414852	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD5-18	ENSG00000211915	ENST00000390575	IG_D_gene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
IGHD5-24	ENSG00000211909	ENST00000390569	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD5-5	ENSG00000211928	ENST00000390588	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD6-19	ENSG00000211914	ENST00000390574	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD6-25	ENSG00000225825	ENST00000452198	IG_D_gene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
IGHD7-27	ENSG00000236597	ENST00000439842	IG_D_gene	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
IGHE	ENSG00000211891	ENST00000390541	IG_C_gene	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
IGHE	ENSG00000211891	ENST00000641420	IG_C_gene	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
IGHG1	ENSG00000211896	ENST00000390542	IG_C_gene	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
IGHG1	ENSG00000211896	ENST00000390548	IG_C_gene	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
IGHG1	ENSG00000211896	ENST00000390549	IG_C_gene	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
IGHG2	ENSG00000211893	ENST00000390545	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGHG2	ENSG00000211893	ENST00000641095	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGHG3	ENSG00000211897	ENST00000390551	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGHG3	ENSG00000211897	ENST00000641136	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGHJ1	ENSG00000211905	ENST00000390565	IG_J_gene	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
IGHJ2	ENSG00000211904	ENST00000390564	IG_J_gene	0	0	0	5	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
IGHJ3	ENSG00000242887	ENST00000463911	IG_J_gene	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
IGHJ4	ENSG00000240041	ENST00000461719	IG_J_gene	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
IGHJ5	ENSG00000242472	ENST00000488476	IG_J_gene	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
IGHJ6	ENSG00000211900	ENST00000390560	IG_J_gene	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2
IGHM	ENSG00000211899	ENST00000390559	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IGHM	ENSG00000211899	ENST00000637539	IG_C_gene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
IKBKB	ENSG00000104365	ENST00000520810	protein_coding	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
IKBKB	ENSG00000104365	ENST00000520835	protein_coding	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
IKBKB	ENSG00000104365	ENST00000522147	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000331340	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000343574	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000346667	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000349824	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000357364	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000359197	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000413698	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000426121	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000438033	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000439701	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000440768	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000492782	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000615491	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000642219	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000645066	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
IKZF1	ENSG00000185811	ENST00000646110	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000216223	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000429622	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000445595	protein_coding	0	0	2	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
IL2RB	ENSG00000100385	ENST00000453962	protein_coding	0	0	2	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000374188	protein_coding	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
IL2RG	ENSG00000147168	ENST00000374202	protein_coding	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
