# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NTRK3	ENSG00000140538	ENST00000317501	protein_coding	0	1	0	33	0	0	0	0	0	0	33	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000355254	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000357724	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000360948	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000394480	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000540489	protein_coding	0	1	0	33	0	0	0	0	0	0	33	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000542733	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000557856	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000558676	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000560017	protein_coding	0	0	0	9	0	0	0	0	1	0	8	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000626019	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000629765	protein_coding	0	1	0	50	0	0	0	0	0	0	50	0	0	0	1	0
PDCD1LG2	ENSG00000197646	ENST00000397747	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
PDGFRA	ENSG00000134853	ENST00000503856	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000504461	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000508170	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000512522	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	0	2	0	1	0	0	0	0	0	0	1	0	0	0	2	0
PGAP3	ENSG00000161395	ENST00000584856	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3CA	ENSG00000121879	ENST00000263967	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
PIK3CA	ENSG00000121879	ENST00000643187	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000320694	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000336483	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000519025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PIK3R1	ENSG00000145675	ENST00000521381	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521409	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000521657	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000522084	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000523807	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PIK3R1	ENSG00000145675	ENST00000523872	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PLK4	ENSG00000142731	ENST00000270861	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PLK4	ENSG00000142731	ENST00000507249	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PLK4	ENSG00000142731	ENST00000508113	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
PLK4	ENSG00000142731	ENST00000513090	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PLK4	ENSG00000142731	ENST00000514379	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PLK4	ENSG00000142731	ENST00000515069	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
PTEN	ENSG00000171862	ENST00000371953	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000472832	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000688308	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000693560	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PTPN11	ENSG00000179295	ENST00000351677	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000392597	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000530818	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000635625	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000639857	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000687906	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000688597	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPN11	ENSG00000179295	ENST00000690210	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487861	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000488612	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RB1	ENSG00000139687	ENST00000267163	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RB1	ENSG00000139687	ENST00000643064	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RB1	ENSG00000139687	ENST00000650461	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RNF43	ENSG00000108375	ENST00000407977	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000577625	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000577716	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000581868	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000583753	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
RNF43	ENSG00000108375	ENST00000584437	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ROS1	ENSG00000047936	ENST00000368507	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
ROS1	ENSG00000047936	ENST00000368508	protein_coding	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000276659	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517781	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RSPO2	ENSG00000147655	ENST00000517939	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SDC4	ENSG00000124145	ENST00000372733	protein_coding	0	0	0	4	1	0	0	0	0	0	3	0	0	0	0	0
SDHA	ENSG00000073578	ENST00000264932	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0	0
SDHA	ENSG00000073578	ENST00000504309	protein_coding	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0	0
SDHA	ENSG00000073578	ENST00000510361	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
SDHD	ENSG00000204370	ENST00000375549	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0
SDHD	ENSG00000204370	ENST00000525291	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0
SDHD	ENSG00000204370	ENST00000526592	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0
SDHD	ENSG00000204370	ENST00000528021	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0
SDHD	ENSG00000204370	ENST00000528048	protein_coding	0	0	1	2	0	0	0	0	0	0	2	1	0	0	0	0
SDHD	ENSG00000204370	ENST00000528182	protein_coding	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0
SF3B1	ENSG00000115524	ENST00000335508	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000414963	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SF3B1	ENSG00000115524	ENST00000424674	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SF3B1	ENSG00000115524	ENST00000487698	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC34A2	ENSG00000157765	ENST00000382051	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000503434	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000504570	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000507530	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000513204	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SLC34A2	ENSG00000157765	ENST00000645788	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000344626	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000429416	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000444061	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000538456	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000541122	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000586985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000589677	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000590574	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000591545	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000592158	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SMARCA4	ENSG00000127616	ENST00000642350	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642508	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642628	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000642726	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643208	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643296	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643534	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643549	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643857	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000643995	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644065	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644737	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000644963	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645236	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000645460	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646183	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646484	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646510	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646693	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000646746	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647230	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SMARCA4	ENSG00000127616	ENST00000647268	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
SPOP	ENSG00000121067	ENST00000347630	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000393328	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000451526	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SPOP	ENSG00000121067	ENST00000503676	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000504102	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000505581	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000507970	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000508805	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SPOP	ENSG00000121067	ENST00000509079	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000510476	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
SPOP	ENSG00000121067	ENST00000514121	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000515508	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
SPOP	ENSG00000121067	ENST00000665825	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
STK11	ENSG00000118046	ENST00000326873	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
STK11	ENSG00000118046	ENST00000585748	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STK11	ENSG00000118046	ENST00000585851	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
STK11	ENSG00000118046	ENST00000652231	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SUPT4H1	ENSG00000213246	ENST00000225504	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SUPT4H1	ENSG00000213246	ENST00000577396	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SUPT4H1	ENSG00000213246	ENST00000580947	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SUPT4H1	ENSG00000213246	ENST00000581540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
SYNE1	ENSG00000131018	ENST00000354674	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367251	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367255	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000367257	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000423061	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000539504	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000672154	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000672169	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
SYNE1	ENSG00000131018	ENST00000673173	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TACC3	ENSG00000013810	ENST00000313288	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000470136	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000612220	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000651472	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
TACC3	ENSG00000013810	ENST00000652770	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0
TFE3	ENSG00000068323	ENST00000315869	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000230323	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000343317	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000358871	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000373033	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000394283	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000403298	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000406563	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000416140	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419396	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000419574	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000420312	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000424495	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000445214	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000677531	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TFEB	ENSG00000112561	ENST00000678831	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
TIMM8B	ENSG00000150779	ENST00000504148	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
TIMM8B	ENSG00000150779	ENST00000541231	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
TMPRSS2	ENSG00000184012	ENST00000332149	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000398585	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000424093	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000454499	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000455813	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
TMPRSS2	ENSG00000184012	ENST00000458356	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000676973	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678171	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678348	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000678743	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679016	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679054	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TMPRSS2	ENSG00000184012	ENST00000679263	protein_coding	0	1	0	8	0	0	0	0	0	0	8	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000298552	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000440111	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000545250	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642617	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000642627	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643072	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643583	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000643875	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644097	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000644184	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TSC1	ENSG00000165699	ENST00000646625	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VCP	ENSG00000165280	ENST00000358901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000417448	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000448530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000677257	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000678650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000679647	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000679862	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000679902	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000681335	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
VCP	ENSG00000165280	ENST00000681386	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
WRN	ENSG00000165392	ENST00000298139	protein_coding	0	2	1	2	0	0	0	0	0	0	3	1	1	0	1	0
ZNF276	ENSG00000158805	ENST00000289816	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000443381	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ZNF276	ENSG00000158805	ENST00000568064	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
