# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
MUTYH	ENSG00000132781	ENST00000372098	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372104	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372110	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000372115	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000412971	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000435155	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000448481	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000456914	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000483127	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000488731	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000528013	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529892	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000529984	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000531105	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672314	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MUTYH	ENSG00000132781	ENST00000672818	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000259523	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000377970	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000517291	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000524013	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000621592	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641036	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000641252	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000651626	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
MYC	ENSG00000136997	ENST00000652288	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000356175	protein_coding	0	2	1	2	0	0	0	0	0	4	1	2	0	0	0	0
NF1	ENSG00000196712	ENST00000358273	protein_coding	0	2	1	2	0	0	0	0	0	4	1	2	0	0	0	0
NF1	ENSG00000196712	ENST00000431387	protein_coding	0	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000456735	protein_coding	0	2	1	2	0	0	0	0	0	4	1	2	0	0	0	0
NF1	ENSG00000196712	ENST00000468273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NF1	ENSG00000196712	ENST00000487476	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000684826	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000686189	protein_coding	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0
NF1	ENSG00000196712	ENST00000687027	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000689464	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NF1	ENSG00000196712	ENST00000691014	protein_coding	0	2	1	2	0	0	0	0	0	4	1	2	0	0	0	0
NF1	ENSG00000196712	ENST00000693617	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000334961	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000338641	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000353887	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000361452	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NF2	ENSG00000186575	ENST00000361676	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000397789	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000403435	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000403999	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000413209	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NF2	ENSG00000186575	ENST00000672896	protein_coding	0	1	0	1	0	0	0	0	0	2	0	1	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000280352	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000393047	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000420986	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
NKAPD1	ENSG00000150776	ENST00000532163	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
NOTCH2	ENSG00000134250	ENST00000256646	protein_coding	0	1	0	2	0	0	0	0	0	3	0	1	0	0	0	0
NOTCH3	ENSG00000074181	ENST00000263388	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NOTCH3	ENSG00000074181	ENST00000601011	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NOTCH4	ENSG00000204301	ENST00000375023	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
NPM1	ENSG00000181163	ENST00000296930	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000351986	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000393820	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000517671	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000521672	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000523622	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000676589	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677297	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677325	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677357	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000677907	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679190	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NPM1	ENSG00000181163	ENST00000679233	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000287842	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000356819	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000405005	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518084	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000518206	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519240	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000519301	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520407	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000520502	protein_coding	0	1	0	8	0	0	0	0	0	7	0	0	0	0	1	1
NRG1	ENSG00000157168	ENST00000521670	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522402	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000522569	protein_coding	0	0	0	10	0	0	0	0	0	10	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523041	protein_coding	0	1	0	8	0	0	0	0	0	7	0	0	0	0	1	1
NRG1	ENSG00000157168	ENST00000523079	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000523534	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000539990	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650819	protein_coding	0	1	0	8	0	0	0	0	0	7	0	0	0	0	1	1
NRG1	ENSG00000157168	ENST00000650866	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650919	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650967	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000650980	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651149	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000651333	protein_coding	0	1	0	8	0	0	0	0	0	7	0	0	0	0	1	1
NRG1	ENSG00000157168	ENST00000651335	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652588	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NRG1	ENSG00000157168	ENST00000652592	protein_coding	0	1	0	8	0	0	0	0	0	7	0	0	0	0	1	1
NRG1	ENSG00000157168	ENST00000652698	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000358660	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000368196	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000392302	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000524377	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000674537	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0
NTRK1	ENSG00000198400	ENST00000675461	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000277120	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000304053	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000323115	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000359847	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376208	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000376213	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000395882	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685387	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000685720	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686259	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686322	protein_coding	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000686324	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686443	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686496	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000686542	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687148	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687386	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687596	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000687636	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000688013	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689301	protein_coding	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000689685	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000689815	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000690281	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691415	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000691788	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692181	protein_coding	0	0	1	5	0	0	0	0	0	5	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692389	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692473	protein_coding	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	1
NTRK2	ENSG00000148053	ENST00000692506	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692762	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000692804	protein_coding	0	0	1	3	0	0	0	2	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693109	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693127	protein_coding	0	0	1	3	2	0	0	0	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693384	protein_coding	0	0	1	3	0	0	0	2	0	1	1	0	0	0	0	0
NTRK2	ENSG00000148053	ENST00000693539	protein_coding	0	0	1	5	1	0	0	0	0	4	1	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000317501	protein_coding	0	1	0	19	1	0	0	0	0	18	0	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000355254	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000357724	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000360948	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000394480	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000540489	protein_coding	0	1	0	19	0	0	0	1	0	18	0	0	0	0	1	0
NTRK3	ENSG00000140538	ENST00000542733	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000557856	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000558676	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000560017	protein_coding	0	0	0	6	0	0	0	0	0	6	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000626019	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
NTRK3	ENSG00000140538	ENST00000629765	protein_coding	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0
PALB2	ENSG00000083093	ENST00000261584	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PALB2	ENSG00000083093	ENST00000566069	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PALB2	ENSG00000083093	ENST00000568219	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PARP1	ENSG00000143799	ENST00000366794	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
PARP1	ENSG00000143799	ENST00000677203	protein_coding	0	0	1	2	0	0	0	0	0	2	1	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000296302	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000337303	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000356770	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000394830	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000409057	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409114	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000409767	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000410007	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000420148	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000423351	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000424867	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000431678	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000439181	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000446103	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
PBRM1	ENSG00000163939	ENST00000449505	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000450271	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PBRM1	ENSG00000163939	ENST00000458294	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PDGFRA	ENSG00000134853	ENST00000257290	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PDGFRB	ENSG00000113721	ENST00000261799	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PGAP3	ENSG00000161395	ENST00000584856	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
PGR	ENSG00000082175	ENST00000263463	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PGR	ENSG00000082175	ENST00000325455	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PGR	ENSG00000082175	ENST00000534013	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PGR	ENSG00000082175	ENST00000619228	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
PGR	ENSG00000082175	ENST00000632634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PHOX2B	ENSG00000109132	ENST00000226382	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PIK3CB	ENSG00000051382	ENST00000289153	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3CB	ENSG00000051382	ENST00000477593	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3CB	ENSG00000051382	ENST00000493568	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3CB	ENSG00000051382	ENST00000544716	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3CB	ENSG00000051382	ENST00000674063	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PIK3R2	ENSG00000105647	ENST00000222254	protein_coding	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0
PKD1	ENSG00000008710	ENST00000262304	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PKD1	ENSG00000008710	ENST00000423118	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PLK4	ENSG00000142731	ENST00000270861	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PLK4	ENSG00000142731	ENST00000507249	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PLK4	ENSG00000142731	ENST00000508113	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PLK4	ENSG00000142731	ENST00000513090	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PLK4	ENSG00000142731	ENST00000514379	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PLK4	ENSG00000142731	ENST00000515069	protein_coding	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
POLE	ENSG00000177084	ENST00000320574	protein_coding	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0
POLE	ENSG00000177084	ENST00000535270	protein_coding	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0
POLG	ENSG00000140521	ENST00000635831	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0
PPP2R1A	ENSG00000105568	ENST00000322088	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000391791	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2
PPP2R1A	ENSG00000105568	ENST00000454220	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
PPP2R1A	ENSG00000105568	ENST00000462990	protein_coding	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0
PRCC	ENSG00000143294	ENST00000271526	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000454659	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PRCC	ENSG00000143294	ENST00000526188	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000430669	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000437951	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
PTCH1	ENSG00000185920	ENST00000468211	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000371953	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000472832	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000688308	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
PTEN	ENSG00000171862	ENST00000693560	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
RAD50	ENSG00000113522	ENST00000378823	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD50	ENSG00000113522	ENST00000434288	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD50	ENSG00000113522	ENST00000453394	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD50	ENSG00000113522	ENST00000651541	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
RAD50	ENSG00000113522	ENST00000652485	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000267868	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000382643	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000423169	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000527860	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000532743	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000557850	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51	ENSG00000051180	ENST00000645673	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000471583	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487270	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000487861	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RAD51B	ENSG00000182185	ENST00000488612	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
